FASTSim I/O #,Vocation,Drivetrain,Vehicle loading,Tech year,Range set point of specified spread %,Scenario name,vehPtType,dragCoef,frontalAreaM2,gliderKg_input,vehCgM,driveAxleWeightFrac,wheelBaseM,cargoKg_input,vehOverrideKg,maxFuelStorKw,fuelStorSecsToPeakPwr,fuelStorKwh,fuelStorKwhPerKg,maxFuelConvKw,fcEffType,fcAbsEffImpr,fuelConvSecsToPeakPwr,fuelConvBaseKg,fuelConvKwPerKg,maxMotorKw,motorPeakEff,motorSecsToPeakPwr,mcPeKgPerKw,mcPeBaseKg,maxEssKw,maxEssKwh,essKgPerKwh,essBaseKg,essRoundTripEff,essLifeCoefA,essLifeCoefB,wheelInertiaKgM2,numWheels,wheelRrCoef,wheelRadiusM,wheelCoefOfFric,minSoc,maxSoc,essDischgToFcMaxEffPerc,essChgToFcMaxEffPerc,maxAccelBufferMph,maxAccelBufferPercOfUseableSoc,percHighAccBuf,mphFcOn,kwDemandFcOn,altEff,chgEff,auxKw,forceAuxOnFC,transKg_input,transEff,compMassMultiplier,essToFuelOkError,maxRegen,valUddsMpgge,valHwyMpgge,valCombMpgge,valUddsKwhPerMile,valHwyKwhPerMile,valCombKwhPerMile,valCdRangeMi,valConst65MphKwhPerMile,valConst60MphKwhPerMile,valConst55MphKwhPerMile,valConst45MphKwhPerMile,valUnadjUddsKwhPerMile,valUnadjHwyKwhPerMile,val0To60Mph,valEssLifeMiles,valRangeMiles,valVehBaseCost,valMsrp,minFcTimeOn,idleFcKw,driveCycle,VMT,vmtReductPerYear,constTripDistMiles,vehLifeYears,desiredEssReplacements,gasolineDolPerGal,dieselDolPerGal,dolPerKwh,hydrogenDolPerGGE,tax,discRate,essDolPerKw,essDolPerKwh,essPackageCost,essCostRedPerYear,essSalvageVal,peAndMcDolPerKw,peAndMcBaseCost,iceDolPerKw,iceBaseCost,fuelCellDolPerKw,fuelStorDolPerKwh,fuelStorH2DolPerKwh,plugCost_input,markup,cngIceDolPerKw,fuelStorCngDolPerKwh,vehGliderPrice,vehScenName,range_acvd,acvhd_0_to_acc_speed_secs,mpgge,grid_kwh_per_mi,msrp,gliderCost,fcCost,fsCost,plugCost,mpeCost,essCost,taxCost,vehKg,essMassKg,mcMassKg,fcMassKg,fsMassKg,cargoKg,gliderKg,transKg,Total_mpgge_with_aggegated_PHEV,electricity_use_kWh_per_mi,total_range_mi,fuel_kwh_per_mi,electric_range_mi,fuel_range_mi,Vehicle_class_max_gross_weight(kg),PHEV_Charge_Depleting_Mode_Electricity_Use_kWh_per_mile,PHEV_Charge_Depleting_Mode_Fuel_Use_kWh_per_mile,PHEV_Charge_Sustaining_Mode_Fuel_Use_kWh_per_mile,Vehicle_max_cargo_capacity(kg),Drive_cycle_number,Drive_cycle_name,,,vMassLb
1,C8 truck sleeper,Conv,max,2018,0,C8 truck sleeper| Conv| max cargo| 2018| +0% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,23294.08615,0,5000,1,3413.301864,9.875636446,317,5,0.022964512,6,0,0.2745,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| Conv| max cargo| 2018| +0% of ave rng,672.0177683,58.95359762,6.634924098,0,157552,123514.7033,33678.9,358.3966957,0,0,0,0,36287.43275,0,0,1385.79235,414.754255,23294.08615,10832.8,360,6.634924098,0,750,5.0791840,0,750,36287.43275,0,0,0,23294.08615,1,long_haul_cyc.csv,,,80000
12,C8 truck sleeper,Conv,typical,2025,1,C8 truck sleeper| Conv| ave cargo| 2025| +100% of ave rng,1,0.411493124,10.18,10529.2,0.46,0.8,2.28,16329.34474,0,5000,1,3733.210328,9.875636446,308.5088747,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,18,0.0048,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,11499.55,140,0.07,16,0,1.5,55,4.695593942,121864.7033,C8 truck sleeper| Conv| ave cargo| 2025| +100% of ave rng,1000,46.74886515,9.027083137,0,166446.5753,121864.7033,44189.88488,391.9870844,0,0,0,0,29020.84412,0,0,1348.672676,453.6267022,16329.34474,10529.2,360,9.027083137,0,1000,3.7332103,0,1000,36287.43275,0,0,0,23595.93338,1,long_haul_cyc.csv,,,63979.93336
13,C8 truck sleeper,Conv,max,2050,0,C8 truck sleeper| Conv| max cargo| 2050| +0% of ave rng,1,0.352849558,10.18,9647,0.46,0.8,2.28,24701.21024,0,5000,1,2219.316456,9.875636446,299.5597463,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1000.45,60,0.07,8,0,1.5,55,3.821380277,120814.7033,C8 truck sleeper| Conv| max cargo| 2050| +0% of ave rng,644.73507,58.95359762,9.790208962,0,151718.666,120814.7033,30670.93449,233.0282279,0,0,0,0,36287.43275,0,0,1309.550803,269.6717079,24701.21024,9647,360,9.790208962,0,750,3.4422146,0,750,36287.43275,0,0,0,24701.21024,1,long_haul_cyc.csv,,,79999.99999
14,C8 truck sleeper,Conv,typical,2050,-1,C8 truck sleeper| Conv| ave cargo| 2050| -100% of ave rng,1,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,1476.914344,9.875636446,299.5597463,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1000.45,60,0.07,8,0,1.5,55,3.821380277,120814.7033,C8 truck sleeper| Conv| ave cargo| 2050| -100% of ave rng,500.0000002,44.97685286,11.40892163,0,151640.7138,120814.7033,30670.93449,155.0760061,0,0,0,0,27825.35711,0,0,1309.550803,179.4615691,16329.34474,9647,360,11.40892163,0,500,2.9538287,0,500,36287.43275,0,0,0,24791.42038,1,long_haul_cyc.csv,,,61344.3388
15,C8 truck sleeper,Conv,typical,2050,-0.5,C8 truck sleeper| Conv| ave cargo| 2050| -50% of ave rng,1,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,1847.787429,9.875636446,299.5597463,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1000.45,60,0.07,8,0,1.5,55,3.821380277,120814.7033,C8 truck sleeper| Conv| ave cargo| 2050| -50% of ave rng,624.9999999,45.04925587,11.39876788,0,151679.6555,120814.7033,30670.93449,194.01768,0,0,0,0,27870.42233,0,0,1309.550803,224.5267864,16329.34474,9647,360,11.39876788,0,625,2.9564599,0,625,36287.43275,0,0,0,24746.35517,1,long_haul_cyc.csv,,,61443.69048
16,C8 truck sleeper,Conv,typical,2050,0,C8 truck sleeper| Conv| ave cargo| 2050| +0% of ave rng,1,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,2219.316456,9.875636446,299.5597463,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1000.45,60,0.07,8,0,1.5,55,3.821380277,120814.7033,C8 truck sleeper| Conv| ave cargo| 2050| +0% of ave rng,750.0000002,45.12179461,11.38864173,0,151718.666,120814.7033,30670.93449,233.0282279,0,0,0,0,27915.56725,0,0,1309.550803,269.6717079,16329.34474,9647,360,11.38864173,0,750,2.9590886,0,750,36287.43275,0,0,0,24701.21024,1,long_haul_cyc.csv,,,61543.21787
17,C8 truck sleeper,Conv,typical,2050,0.5,C8 truck sleeper| Conv| ave cargo| 2050| +50% of ave rng,1,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,2591.502458,9.875636446,299.5597463,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1000.45,60,0.07,8,0,1.5,55,3.821380277,120814.7033,C8 truck sleeper| Conv| ave cargo| 2050| +50% of ave rng,875,45.1944795,11.37853445,0,151757.7456,120814.7033,30670.93449,272.1077581,0,0,0,0,27960.792,0,0,1309.550803,314.8964592,16329.34474,9647,360,11.37853445,0,875,2.9617171,0,875,36287.43275,0,0,0,24655.98549,1,long_haul_cyc.csv,,,61642.92127
18,C8 truck sleeper,Conv,typical,2050,1,C8 truck sleeper| Conv| ave cargo| 2050| +100% of ave rng,1,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,2964.347063,9.875636446,299.5597463,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1000.45,60,0.07,8,0,1.5,55,3.821380277,120814.7033,C8 truck sleeper| Conv| ave cargo| 2050| +100% of ave rng,1000,45.26733977,11.36843942,0,151796.8942,120814.7033,30670.93449,311.2564416,0,0,0,0,28006.09678,0,0,1309.550803,360.2012382,16329.34474,9647,360,11.36843942,0,1000,2.9643471,0,1000,36287.43275,0,0,0,24610.68071,1,long_haul_cyc.csv,,,61742.80109
19,C8 truck sleeper,Conv,typical,2018,0,C8 truck sleeper| Conv| ave cargo| 2018| +0% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,3413.301864,9.875636446,317,5,0.022964512,6,0,0.2745,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| Conv| ave cargo| 2018| +0% of ave rng,767.4635178,47.08746636,7.577273145,0,157552,123514.7033,33678.9,358.3966957,0,0,0,0,29322.69134,0,0,1385.79235,414.754255,16329.34474,10832.8,360,7.577273145,0,750,4.4475103,0,750,36287.43275,0,0,0,23294.08615,2,EPA_Ph2_rural_interstate_65mph.csv,,,64645.39179
20,C8 truck sleeper,Conv,typical,2025,0,C8 truck sleeper| Conv| ave cargo| 2025| +0% of ave rng,1,0.411493124,10.18,10529.2,0.46,0.8,2.28,16329.34474,0,5000,1,2794.271993,9.875636446,308.5088747,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,18,0.0048,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,11499.55,140,0.07,16,0,1.5,55,4.695593942,121864.7033,C8 truck sleeper| Conv| ave cargo| 2025| +0% of ave rng,768.6957038,46.5625677,9.270767228,0,166347.9867,121864.7033,44189.88488,293.3985593,0,0,0,0,28906.75264,0,0,1348.672676,339.5352198,16329.34474,10529.2,360,9.270767228,0,750,3.6350821,0,750,36287.43275,0,0,0,23710.02486,2,EPA_Ph2_rural_interstate_65mph.csv,,,63728.405
21,C8 truck sleeper,Conv,typical,2050,0,C8 truck sleeper| Conv| ave cargo| 2050| +0% of ave rng,1,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,2219.316456,9.875636446,299.5597463,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1000.45,60,0.07,8,0,1.5,55,3.821380277,120814.7033,C8 truck sleeper| Conv| ave cargo| 2050| +0% of ave rng,768.540772,45.12179461,11.67018068,0,151718.666,120814.7033,30670.93449,233.0282279,0,0,0,0,27915.56725,0,0,1309.550803,269.6717079,16329.34474,9647,360,11.67018068,0,750,2.8877017,0,750,36287.43275,0,0,0,24701.21024,2,EPA_Ph2_rural_interstate_65mph.csv,,,61543.21787
22,C8 truck sleeper,Conv,typical,2018,0,C8 truck sleeper| Conv| ave cargo| 2018| +0% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,3413.301864,9.875636446,317,5,0.022964512,6,0,0.2745,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| Conv| ave cargo| 2018| +0% of ave rng,853.9029595,47.08746636,8.430701673,0,157552,123514.7033,33678.9,358.3966957,0,0,0,0,29322.69134,0,0,1385.79235,414.754255,16329.34474,10832.8,360,8.430701673,0,750,3.9972948,0,750,36287.43275,0,0,0,23294.08615,3,EPA_Ph2_urban_highway_55mph.csv,,,64645.39179
23,C8 truck sleeper,Conv,typical,2025,0,C8 truck sleeper| Conv| ave cargo| 2025| +0% of ave rng,1,0.411493124,10.18,10529.2,0.46,0.8,2.28,16329.34474,0,5000,1,2794.271993,9.875636446,308.5088747,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,18,0.0048,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,11499.55,140,0.07,16,0,1.5,55,4.695593942,121864.7033,C8 truck sleeper| Conv| ave cargo| 2025| +0% of ave rng,850.2414399,46.5625677,10.25424032,0,166347.9867,121864.7033,44189.88488,293.3985593,0,0,0,0,28906.75264,0,0,1348.672676,339.5352198,16329.34474,10529.2,360,10.25424032,0,750,3.2864453,0,750,36287.43275,0,0,0,23710.02486,3,EPA_Ph2_urban_highway_55mph.csv,,,63728.405
24,C8 truck sleeper,Conv,typical,2050,0,C8 truck sleeper| Conv| ave cargo| 2050| +0% of ave rng,1,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,2219.316456,9.875636446,299.5597463,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1000.45,60,0.07,8,0,1.5,55,3.821380277,120814.7033,C8 truck sleeper| Conv| ave cargo| 2050| +0% of ave rng,847.8954629,45.12179461,12.8751702,0,151718.666,120814.7033,30670.93449,233.0282279,0,0,0,0,27915.56725,0,0,1309.550803,269.6717079,16329.34474,9647,360,12.8751702,0,750,2.6174411,0,750,36287.43275,0,0,0,24701.21024,3,EPA_Ph2_urban_highway_55mph.csv,,,61543.21787
25,C8 truck sleeper,Conv,typical,2018,0,C8 truck sleeper| Conv| ave cargo| 2018| +0% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,3413.301864,9.875636446,317,5,0.022964512,6,0,0.2745,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_City.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| Conv| ave cargo| 2018| +0% of ave rng,440.7677575,47.08746636,4.351760852,0,157552,123514.7033,33678.9,358.3966957,0,0,0,0,29322.69134,0,0,1385.79235,414.754255,16329.34474,10832.8,360,4.351760852,0,750,7.7439917,0,750,36287.43275,0,0,0,23294.08615,4,EPA_City.csv,,,64645.39179
26,C8 truck sleeper,Conv,typical,2025,0,C8 truck sleeper| Conv| ave cargo| 2025| +0% of ave rng,1,0.411493124,10.18,10529.2,0.46,0.8,2.28,16329.34474,0,5000,1,2794.271993,9.875636446,308.5088747,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,18,0.0048,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_City.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,11499.55,140,0.07,16,0,1.5,55,4.695593942,121864.7033,C8 truck sleeper| Conv| ave cargo| 2025| +0% of ave rng,435.2464627,46.5625677,5.249240528,0,166347.9867,121864.7033,44189.88488,293.3985593,0,0,0,0,28906.75264,0,0,1348.672676,339.5352198,16329.34474,10529.2,360,5.249240528,0,750,6.4199763,0,750,36287.43275,0,0,0,23710.02486,4,EPA_City.csv,,,63728.405
27,C8 truck sleeper,Conv,typical,2050,0,C8 truck sleeper| Conv| ave cargo| 2050| +0% of ave rng,1,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,2219.316456,9.875636446,299.5597463,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_City.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1000.45,60,0.07,8,0,1.5,55,3.821380277,120814.7033,C8 truck sleeper| Conv| ave cargo| 2050| +0% of ave rng,432.8435445,45.12179461,6.572666737,0,151718.666,120814.7033,30670.93449,233.0282279,0,0,0,0,27915.56725,0,0,1309.550803,269.6717079,16329.34474,9647,360,6.572666737,0,750,5.1272948,0,750,36287.43275,0,0,0,24701.21024,4,EPA_City.csv,,,61543.21787
28,C8 truck sleeper,CNG,max,2018,0,C8 truck sleeper| CNG| max cargo| 2018| +0% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,22499.27861,0,5000,1,4343.993155,4.2148,317,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| CNG| max cargo| 2018| +0% of ave rng,681.797775,58.95359762,5.289277445,0,198326.8912,123514.7033,26152.5,48659.68786,0,0,0,0,36287.43275,0,0,1358.571429,1236.782715,22499.27861,10832.8,360,5.289277445,0,750,6.3713807,0,750,36287.43275,0,0,0,22499.27861,1,long_haul_cyc.csv,,,80000
29,C8 truck sleeper,CNG,typical,2018,-1,C8 truck sleeper| CNG| ave cargo| 2018| -100% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,2876.368466,4.2148,317,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| CNG| ave cargo| 2018| -100% of ave rng,500.0000001,47.71152292,5.858081188,0,181887.1417,123514.7033,26152.5,32219.93837,0,0,0,0,29699.64996,0,0,1358.571429,818.933795,16329.34474,10832.8,360,5.858081188,0,500,5.7527369,0,500,36287.43275,0,0,0,22917.12753,1,long_haul_cyc.csv,,,65476.4423
30,C8 truck sleeper,CNG,typical,2018,-0.5,C8 truck sleeper| CNG| ave cargo| 2018| -50% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,3607.632576,4.2148,317,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| CNG| ave cargo| 2018| -50% of ave rng,625.0000001,48.05707438,5.83831628,0,190078.4721,123514.7033,26152.5,40411.2688,0,0,0,0,29907.84891,0,0,1358.571429,1027.132744,16329.34474,10832.8,360,5.83831628,0,625,5.7722121,0,625,36287.43275,0,0,0,22708.92858,1,long_haul_cyc.csv,,,65935.44187
31,C8 truck sleeper,CNG,typical,2018,0,C8 truck sleeper| CNG| ave cargo| 2018| +0% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,4343.993155,4.2148,317,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| CNG| ave cargo| 2018| +0% of ave rng,749.9999999,48.40562632,5.818379333,0,198326.8912,123514.7033,26152.5,48659.68786,0,0,0,0,30117.49888,0,0,1358.571429,1236.782715,16329.34474,10832.8,360,5.818379333,0,750,5.7919909,0,750,36287.43275,0,0,0,22499.27861,1,long_haul_cyc.csv,,,66397.64039
32,C8 truck sleeper,CNG,typical,2018,0.5,C8 truck sleeper| CNG| ave cargo| 2018| +50% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,5085.299805,4.2148,317,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| CNG| ave cargo| 2018| +50% of ave rng,875,48.75718884,5.798576511,0,206630.7142,123514.7033,26152.5,56963.51085,0,0,0,0,30328.55705,0,0,1358.571429,1447.840886,16329.34474,10832.8,360,5.798576511,0,875,5.8117712,0,875,36287.43275,0,0,0,22288.22044,1,long_haul_cyc.csv,,,66862.94345
