Category,Tranche,Sample,Index,Value,Units
BoS R&D,BoS Low R&D,18.0,GHG,-0.0036275701806829375,ΔgCO2e/system
BoS R&D,BoS Low R&D,18.0,LCOE,0.002806330587152378,Δ$/kWh
BoS R&D,BoS Low R&D,18.0,Labor,-136.43574794527308,Δ$/system
BoS R&D,BoS Low R&D,19.0,GHG,0.002316505099898336,ΔgCO2e/system
BoS R&D,BoS Low R&D,19.0,LCOE,0.002683498358113212,Δ$/kWh
BoS R&D,BoS Low R&D,19.0,Labor,-153.67600489467827,Δ$/system
BoS R&D,BoS Low R&D,20.0,GHG,-0.0003358090511227374,ΔgCO2e/system
BoS R&D,BoS Low R&D,20.0,LCOE,0.003087422835724621,Δ$/kWh
BoS R&D,BoS Low R&D,20.0,Labor,-168.5789375687607,Δ$/system
BoS R&D,BoS Low R&D,21.0,GHG,-0.002831632075753987,ΔgCO2e/system
BoS R&D,BoS Low R&D,21.0,LCOE,0.0029477708402446123,Δ$/kWh
BoS R&D,BoS Low R&D,21.0,Labor,-172.039740672863,Δ$/system
BoS R&D,BoS Low R&D,22.0,GHG,-0.003226829456394853,ΔgCO2e/system
BoS R&D,BoS Low R&D,22.0,LCOE,0.0027058693724089644,Δ$/kWh
BoS R&D,BoS Low R&D,22.0,Labor,-155.50901082656014,Δ$/system
BoS R&D,BoS Low R&D,23.0,GHG,-0.0029499349653008267,ΔgCO2e/system
BoS R&D,BoS Low R&D,23.0,LCOE,0.0028168831725882693,Δ$/kWh
BoS R&D,BoS Low R&D,23.0,Labor,-170.80626576479062,Δ$/system
BoS R&D,BoS Low R&D,24.0,GHG,-0.006089654529617405,ΔgCO2e/system
BoS R&D,BoS Low R&D,24.0,LCOE,0.0027139915518100827,Δ$/kWh
BoS R&D,BoS Low R&D,24.0,Labor,-144.54016586604598,Δ$/system
BoS R&D,BoS Low R&D,25.0,GHG,-0.0005219125400515168,ΔgCO2e/system
BoS R&D,BoS Low R&D,25.0,LCOE,0.0027010510226779666,Δ$/kWh
BoS R&D,BoS Low R&D,25.0,Labor,-120.43204209620035,Δ$/system
BoS R&D,BoS Low R&D,26.0,GHG,-0.006653736334911287,ΔgCO2e/system
BoS R&D,BoS Low R&D,26.0,LCOE,0.0027402851787900195,Δ$/kWh
BoS R&D,BoS Low R&D,26.0,Labor,-158.04731204045356,Δ$/system
BoS R&D,BoS Low R&D,27.0,GHG,-0.006955895641965526,ΔgCO2e/system
BoS R&D,BoS Low R&D,27.0,LCOE,0.0029079454767250434,Δ$/kWh
BoS R&D,BoS Low R&D,27.0,Labor,-184.42883769617447,Δ$/system
BoS R&D,BoS Low R&D,28.0,GHG,-0.0006123193894751466,ΔgCO2e/system
BoS R&D,BoS Low R&D,28.0,LCOE,0.0026992000603640876,Δ$/kWh
BoS R&D,BoS Low R&D,28.0,Labor,-134.45750910503693,Δ$/system
BoS R&D,BoS Low R&D,29.0,GHG,-0.005838049236544407,ΔgCO2e/system
BoS R&D,BoS Low R&D,29.0,LCOE,0.0027541414537469444,Δ$/kWh
BoS R&D,BoS Low R&D,29.0,Labor,-132.69007674662453,Δ$/system
BoS R&D,BoS Low R&D,30.0,GHG,-0.0044398918830665934,ΔgCO2e/system
BoS R&D,BoS Low R&D,30.0,LCOE,0.0027106494237617434,Δ$/kWh
BoS R&D,BoS Low R&D,30.0,Labor,-123.91839904329845,Δ$/system
BoS R&D,BoS Low R&D,31.0,GHG,-0.006605056431311596,ΔgCO2e/system
BoS R&D,BoS Low R&D,31.0,LCOE,0.002867108398568588,Δ$/kWh
BoS R&D,BoS Low R&D,31.0,Labor,-153.5652499771677,Δ$/system
BoS R&D,BoS Low R&D,32.0,GHG,0.0024539077138427956,ΔgCO2e/system
BoS R&D,BoS Low R&D,32.0,LCOE,0.002681721295139286,Δ$/kWh
BoS R&D,BoS Low R&D,32.0,Labor,-126.5454153372666,Δ$/system
BoS R&D,BoS Low R&D,33.0,GHG,0.000275510487128372,ΔgCO2e/system
BoS R&D,BoS Low R&D,33.0,LCOE,0.002994292337954882,Δ$/kWh
BoS R&D,BoS Low R&D,33.0,Labor,-152.0394948868111,Δ$/system
BoS R&D,BoS Low R&D,34.0,GHG,-0.00413754381037279,ΔgCO2e/system
BoS R&D,BoS Low R&D,34.0,LCOE,0.002652253114778333,Δ$/kWh
BoS R&D,BoS Low R&D,34.0,Labor,-146.7327345586832,Δ$/system
BoS R&D,BoS Low R&D,35.0,GHG,-0.0008764887928123244,ΔgCO2e/system
BoS R&D,BoS Low R&D,35.0,LCOE,0.002875569871262501,Δ$/kWh
BoS R&D,BoS Low R&D,35.0,Labor,-157.33828413005972,Δ$/system
BoS R&D,BoS Low R&D,36.0,GHG,-0.0005609718467383118,ΔgCO2e/system
BoS R&D,BoS Low R&D,36.0,LCOE,0.002954632196988896,Δ$/kWh
BoS R&D,BoS Low R&D,36.0,Labor,-153.84862114151474,Δ$/system
BoS R&D,BoS Low R&D,37.0,GHG,0.0002540722506836346,ΔgCO2e/system
BoS R&D,BoS Low R&D,37.0,LCOE,0.0025007888238779696,Δ$/kWh
BoS R&D,BoS Low R&D,37.0,Labor,-137.86266662972025,Δ$/system
BoS R&D,BoS Low R&D,38.0,GHG,0.001300407837661055,ΔgCO2e/system
BoS R&D,BoS Low R&D,38.0,LCOE,0.002390925393106702,Δ$/kWh
BoS R&D,BoS Low R&D,38.0,Labor,-120.91857390830046,Δ$/system
BoS R&D,BoS Low R&D,39.0,GHG,-0.0075928252769585924,ΔgCO2e/system
BoS R&D,BoS Low R&D,39.0,LCOE,0.0025822583622586576,Δ$/kWh
BoS R&D,BoS Low R&D,39.0,Labor,-135.8092553493459,Δ$/system
BoS R&D,BoS Low R&D,40.0,GHG,-0.004349705303880569,ΔgCO2e/system
BoS R&D,BoS Low R&D,40.0,LCOE,0.0030558656058929518,Δ$/kWh
BoS R&D,BoS Low R&D,40.0,Labor,-197.02534779946996,Δ$/system
BoS R&D,BoS Low R&D,41.0,GHG,-0.00033861185565342566,ΔgCO2e/system
BoS R&D,BoS Low R&D,41.0,LCOE,0.0027237506205342182,Δ$/kWh
BoS R&D,BoS Low R&D,41.0,Labor,-183.36284763234767,Δ$/system
BoS R&D,BoS Low R&D,42.0,GHG,-0.009642051645897709,ΔgCO2e/system
BoS R&D,BoS Low R&D,42.0,LCOE,0.003009210078451313,Δ$/kWh
BoS R&D,BoS Low R&D,42.0,Labor,-173.84395357542098,Δ$/system
BoS R&D,BoS Low R&D,43.0,GHG,0.002646692908669479,ΔgCO2e/system
BoS R&D,BoS Low R&D,43.0,LCOE,0.002855474370804148,Δ$/kWh
BoS R&D,BoS Low R&D,43.0,Labor,-156.72366148992182,Δ$/system
BoS R&D,BoS Low R&D,44.0,GHG,-0.0013148383071523995,ΔgCO2e/system
BoS R&D,BoS Low R&D,44.0,LCOE,0.002524839189245384,Δ$/kWh
BoS R&D,BoS Low R&D,44.0,Labor,-115.4756358696261,Δ$/system
BoS R&D,BoS Low R&D,45.0,GHG,0.0008635692425684738,ΔgCO2e/system
BoS R&D,BoS Low R&D,45.0,LCOE,0.0028886696816758373,Δ$/kWh
BoS R&D,BoS Low R&D,45.0,Labor,-191.5186707889468,Δ$/system
BoS R&D,BoS Low R&D,46.0,GHG,-0.0005013820719739215,ΔgCO2e/system
BoS R&D,BoS Low R&D,46.0,LCOE,0.0027302416874998153,Δ$/kWh
BoS R&D,BoS Low R&D,46.0,Labor,-151.85072612311728,Δ$/system
BoS R&D,BoS Low R&D,47.0,GHG,-0.0011163738259512002,ΔgCO2e/system
BoS R&D,BoS Low R&D,47.0,LCOE,0.002922579755505139,Δ$/kWh
BoS R&D,BoS Low R&D,47.0,Labor,-181.34696916394364,Δ$/system
BoS R&D,BoS Low R&D,48.0,GHG,-0.0004437535491916833,ΔgCO2e/system
BoS R&D,BoS Low R&D,48.0,LCOE,0.0026836967482664065,Δ$/kWh
BoS R&D,BoS Low R&D,48.0,Labor,-135.30123121461543,Δ$/system
BoS R&D,BoS Low R&D,49.0,GHG,-0.000611412725675109,ΔgCO2e/system
BoS R&D,BoS Low R&D,49.0,LCOE,0.0029527100871872686,Δ$/kWh
BoS R&D,BoS Low R&D,49.0,Labor,-161.3545110637324,Δ$/system
BoS R&D,BoS Low R&D,50.0,GHG,-0.0020612008689369077,ΔgCO2e/system
BoS R&D,BoS Low R&D,50.0,LCOE,0.0030088456862694124,Δ$/kWh
BoS R&D,BoS Low R&D,50.0,Labor,-152.20825076315828,Δ$/system
BoS R&D,BoS Low R&D,51.0,GHG,-0.005758117416434061,ΔgCO2e/system
BoS R&D,BoS Low R&D,51.0,LCOE,0.002825066568632059,Δ$/kWh
BoS R&D,BoS Low R&D,51.0,Labor,-159.28385308205634,Δ$/system
BoS R&D,BoS Low R&D,52.0,GHG,0.0008384484018222338,ΔgCO2e/system
BoS R&D,BoS Low R&D,52.0,LCOE,0.002406625048313682,Δ$/kWh
BoS R&D,BoS Low R&D,52.0,Labor,-122.78985804790182,Δ$/system
BoS R&D,BoS Low R&D,53.0,GHG,0.0010441321184231356,ΔgCO2e/system
BoS R&D,BoS Low R&D,53.0,LCOE,0.0025441816865015288,Δ$/kWh
BoS R&D,BoS Low R&D,53.0,Labor,-113.53182485543834,Δ$/system
BoS R&D,BoS Low R&D,54.0,GHG,-6.487290136192314e-05,ΔgCO2e/system
BoS R&D,BoS Low R&D,54.0,LCOE,0.0026021618579410294,Δ$/kWh
BoS R&D,BoS Low R&D,54.0,Labor,-122.80547333871709,Δ$/system
BoS R&D,BoS Low R&D,55.0,GHG,-0.0020402153808589674,ΔgCO2e/system
BoS R&D,BoS Low R&D,55.0,LCOE,0.002834780224135705,Δ$/kWh
BoS R&D,BoS Low R&D,55.0,Labor,-155.13510646343752,Δ$/system
BoS R&D,BoS Low R&D,56.0,GHG,8.196366259483057e-05,ΔgCO2e/system
BoS R&D,BoS Low R&D,56.0,LCOE,0.002702122004099486,Δ$/kWh
BoS R&D,BoS Low R&D,56.0,Labor,-174.78032381639423,Δ$/system
BoS R&D,BoS Low R&D,57.0,GHG,-0.006354525106999631,ΔgCO2e/system
BoS R&D,BoS Low R&D,57.0,LCOE,0.0026093006022860493,Δ$/kWh
BoS R&D,BoS Low R&D,57.0,Labor,-142.87179661266168,Δ$/system
BoS R&D,BoS Low R&D,58.0,GHG,-0.0013917238799052711,ΔgCO2e/system
BoS R&D,BoS Low R&D,58.0,LCOE,0.002840353966321915,Δ$/kWh
BoS R&D,BoS Low R&D,58.0,Labor,-157.62915467325092,Δ$/system
BoS R&D,BoS Low R&D,59.0,GHG,0.0007859977035309385,ΔgCO2e/system
BoS R&D,BoS Low R&D,59.0,LCOE,0.0024662655591403126,Δ$/kWh
BoS R&D,BoS Low R&D,59.0,Labor,-121.04494122585129,Δ$/system
BoS R&D,BoS Low R&D,60.0,GHG,-0.0020462678990327277,ΔgCO2e/system
BoS R&D,BoS Low R&D,60.0,LCOE,0.002808805690887664,Δ$/kWh
BoS R&D,BoS Low R&D,60.0,Labor,-149.40006792105987,Δ$/system
BoS R&D,BoS Low R&D,61.0,GHG,0.00036452366936146063,ΔgCO2e/system
BoS R&D,BoS Low R&D,61.0,LCOE,0.002601733069865747,Δ$/kWh
BoS R&D,BoS Low R&D,61.0,Labor,-115.6057980432438,Δ$/system
BoS R&D,BoS Low R&D,62.0,GHG,-5.3597892232915e-05,ΔgCO2e/system
BoS R&D,BoS Low R&D,62.0,LCOE,0.0024643276207868686,Δ$/kWh
BoS R&D,BoS Low R&D,62.0,Labor,-108.36025560791973,Δ$/system
BoS R&D,BoS Low R&D,63.0,GHG,-0.00384638890682254,ΔgCO2e/system
BoS R&D,BoS Low R&D,63.0,LCOE,0.0025588580644447384,Δ$/kWh
BoS R&D,BoS Low R&D,63.0,Labor,-114.84240312279053,Δ$/system
BoS R&D,BoS Low R&D,64.0,GHG,-0.006980388881899557,ΔgCO2e/system
BoS R&D,BoS Low R&D,64.0,LCOE,0.002871383852165607,Δ$/kWh
BoS R&D,BoS Low R&D,64.0,Labor,-161.02808156016204,Δ$/system
BoS R&D,BoS Low R&D,65.0,GHG,0.002006239149807243,ΔgCO2e/system
BoS R&D,BoS Low R&D,65.0,LCOE,0.002773283985168601,Δ$/kWh
BoS R&D,BoS Low R&D,65.0,Labor,-169.74958257215258,Δ$/system
BoS R&D,BoS Low R&D,66.0,GHG,0.0008332122099545813,ΔgCO2e/system
BoS R&D,BoS Low R&D,66.0,LCOE,0.00273908093154214,Δ$/kWh
BoS R&D,BoS Low R&D,66.0,Labor,-162.59021080409957,Δ$/system
BoS R&D,BoS Low R&D,67.0,GHG,-0.004460569509603829,ΔgCO2e/system
BoS R&D,BoS Low R&D,67.0,LCOE,0.002773138140542808,Δ$/kWh
BoS R&D,BoS Low R&D,67.0,Labor,-158.35477568093256,Δ$/system
BoS R&D,BoS Low R&D,68.0,GHG,-0.00821471293077991,ΔgCO2e/system
BoS R&D,BoS Low R&D,68.0,LCOE,0.0028849159878580333,Δ$/kWh
BoS R&D,BoS Low R&D,68.0,Labor,-161.61861912393215,Δ$/system
BoS R&D,BoS Low R&D,69.0,GHG,-0.004260888041017097,ΔgCO2e/system
BoS R&D,BoS Low R&D,69.0,LCOE,0.003052872275846011,Δ$/kWh
BoS R&D,BoS Low R&D,69.0,Labor,-177.95690879455788,Δ$/system
BoS R&D,BoS Low R&D,70.0,GHG,0.0017768317788693366,ΔgCO2e/system
BoS R&D,BoS Low R&D,70.0,LCOE,0.003096428905988588,Δ$/kWh
BoS R&D,BoS Low R&D,70.0,Labor,-186.5381962015017,Δ$/system
BoS R&D,BoS Low R&D,71.0,GHG,-0.004634833889227252,ΔgCO2e/system
BoS R&D,BoS Low R&D,71.0,LCOE,0.002879357234207555,Δ$/kWh
BoS R&D,BoS Low R&D,71.0,Labor,-170.95507650694208,Δ$/system
BoS R&D,BoS Low R&D,72.0,GHG,0.0034411188335496945,ΔgCO2e/system
BoS R&D,BoS Low R&D,72.0,LCOE,0.002356211811146286,Δ$/kWh
BoS R&D,BoS Low R&D,72.0,Labor,-116.47278816733433,Δ$/system
BoS R&D,BoS Low R&D,73.0,GHG,-0.00046789235058497525,ΔgCO2e/system
BoS R&D,BoS Low R&D,73.0,LCOE,0.002508424570243903,Δ$/kWh
BoS R&D,BoS Low R&D,73.0,Labor,-133.16508127141742,Δ$/system
BoS R&D,BoS Low R&D,74.0,GHG,-0.004875896574986882,ΔgCO2e/system
BoS R&D,BoS Low R&D,74.0,LCOE,0.0025966219378493888,Δ$/kWh
BoS R&D,BoS Low R&D,74.0,Labor,-158.34853492843195,Δ$/system
BoS R&D,BoS Low R&D,75.0,GHG,-0.0004846529480460049,ΔgCO2e/system
BoS R&D,BoS Low R&D,75.0,LCOE,0.002619227916178468,Δ$/kWh
BoS R&D,BoS Low R&D,75.0,Labor,-155.55355002797523,Δ$/system
BoS R&D,BoS Low R&D,76.0,GHG,-0.005013269410511612,ΔgCO2e/system
BoS R&D,BoS Low R&D,76.0,LCOE,0.0026455096970915415,Δ$/kWh
BoS R&D,BoS Low R&D,76.0,Labor,-161.7300486872673,Δ$/system
BoS R&D,BoS Low R&D,77.0,GHG,-0.0009005777812518545,ΔgCO2e/system
BoS R&D,BoS Low R&D,77.0,LCOE,0.0026419761980817774,Δ$/kWh
BoS R&D,BoS Low R&D,77.0,Labor,-153.73267323666232,Δ$/system
BoS R&D,BoS Low R&D,78.0,GHG,0.006451660375290658,ΔgCO2e/system
BoS R&D,BoS Low R&D,78.0,LCOE,0.0027758429863489614,Δ$/kWh
BoS R&D,BoS Low R&D,78.0,Labor,-143.0775670769042,Δ$/system
BoS R&D,BoS Low R&D,79.0,GHG,-0.006009893085163753,ΔgCO2e/system
BoS R&D,BoS Low R&D,79.0,LCOE,0.0030499718288767297,Δ$/kWh
BoS R&D,BoS Low R&D,79.0,Labor,-172.74484585007372,Δ$/system
BoS R&D,BoS Low R&D,80.0,GHG,-0.0016065715637978428,ΔgCO2e/system
BoS R&D,BoS Low R&D,80.0,LCOE,0.003031501709251108,Δ$/kWh
BoS R&D,BoS Low R&D,80.0,Labor,-193.0439211417372,Δ$/system
BoS R&D,BoS Low R&D,81.0,GHG,0.003474431175220616,ΔgCO2e/system
BoS R&D,BoS Low R&D,81.0,LCOE,0.002533742486968804,Δ$/kWh
BoS R&D,BoS Low R&D,81.0,Labor,-120.06351983039599,Δ$/system
BoS R&D,BoS Low R&D,82.0,GHG,0.003460480277141187,ΔgCO2e/system
BoS R&D,BoS Low R&D,82.0,LCOE,0.0027163262130940474,Δ$/kWh
BoS R&D,BoS Low R&D,82.0,Labor,-155.21183720977183,Δ$/system
BoS R&D,BoS Low R&D,83.0,GHG,0.001188933474892906,ΔgCO2e/system
BoS R&D,BoS Low R&D,83.0,LCOE,0.002691542679921541,Δ$/kWh
BoS R&D,BoS Low R&D,83.0,Labor,-158.13349395041314,Δ$/system
BoS R&D,BoS Low R&D,84.0,GHG,-0.006089732460040409,ΔgCO2e/system
BoS R&D,BoS Low R&D,84.0,LCOE,0.0025255577867840523,Δ$/kWh
BoS R&D,BoS Low R&D,84.0,Labor,-112.67350307193692,Δ$/system
BoS R&D,BoS Low R&D,85.0,GHG,-0.006010997260119666,ΔgCO2e/system
BoS R&D,BoS Low R&D,85.0,LCOE,0.0027812676808513376,Δ$/kWh
BoS R&D,BoS Low R&D,85.0,Labor,-150.1112372456589,Δ$/system
BoS R&D,BoS Low R&D,86.0,GHG,-0.0072094733274497,ΔgCO2e/system
BoS R&D,BoS Low R&D,86.0,LCOE,0.002945645228325841,Δ$/kWh
BoS R&D,BoS Low R&D,86.0,Labor,-155.25305167208103,Δ$/system
BoS R&D,BoS Low R&D,87.0,GHG,-0.009343770098368509,ΔgCO2e/system
BoS R&D,BoS Low R&D,87.0,LCOE,0.0026942403544314986,Δ$/kWh
BoS R&D,BoS Low R&D,87.0,Labor,-118.07340238059169,Δ$/system
BoS R&D,BoS Low R&D,88.0,GHG,-0.003579980934389937,ΔgCO2e/system
BoS R&D,BoS Low R&D,88.0,LCOE,0.0023767945869417606,Δ$/kWh
BoS R&D,BoS Low R&D,88.0,Labor,-124.27529786639116,Δ$/system
BoS R&D,BoS Low R&D,89.0,GHG,-0.0028820005733649623,ΔgCO2e/system
BoS R&D,BoS Low R&D,89.0,LCOE,0.0024164913384068787,Δ$/kWh
BoS R&D,BoS Low R&D,89.0,Labor,-104.82016708213564,Δ$/system
BoS R&D,BoS Low R&D,90.0,GHG,-0.00408705588027658,ΔgCO2e/system
BoS R&D,BoS Low R&D,90.0,LCOE,0.0028225772066495097,Δ$/kWh
BoS R&D,BoS Low R&D,90.0,Labor,-148.65743606089495,Δ$/system
BoS R&D,BoS Low R&D,91.0,GHG,2.681328669495997e-05,ΔgCO2e/system
BoS R&D,BoS Low R&D,91.0,LCOE,0.0025618520135403666,Δ$/kWh
BoS R&D,BoS Low R&D,91.0,Labor,-114.57457525344876,Δ$/system
BoS R&D,BoS Low R&D,92.0,GHG,0.0034988815211391966,ΔgCO2e/system
BoS R&D,BoS Low R&D,92.0,LCOE,0.002912025947483271,Δ$/kWh
BoS R&D,BoS Low R&D,92.0,Labor,-164.77677868751925,Δ$/system
BoS R&D,BoS Low R&D,93.0,GHG,-0.00628599937418528,ΔgCO2e/system
BoS R&D,BoS Low R&D,93.0,LCOE,0.0024942019285830036,Δ$/kWh
BoS R&D,BoS Low R&D,93.0,Labor,-135.2444323643556,Δ$/system
BoS R&D,BoS Low R&D,94.0,GHG,-0.009358493698613302,ΔgCO2e/system
BoS R&D,BoS Low R&D,94.0,LCOE,0.0025692723224939595,Δ$/kWh
BoS R&D,BoS Low R&D,94.0,Labor,-153.0026793118825,Δ$/system
BoS R&D,BoS Low R&D,95.0,GHG,0.004623950872087335,ΔgCO2e/system
BoS R&D,BoS Low R&D,95.0,LCOE,0.0030625224403473678,Δ$/kWh
BoS R&D,BoS Low R&D,95.0,Labor,-177.55608758640687,Δ$/system
BoS R&D,BoS Low R&D,96.0,GHG,0.0017950849665311353,ΔgCO2e/system
BoS R&D,BoS Low R&D,96.0,LCOE,0.002854118782487036,Δ$/kWh
BoS R&D,BoS Low R&D,96.0,Labor,-178.34841832490133,Δ$/system
BoS R&D,BoS Low R&D,97.0,GHG,-0.0009158266889812694,ΔgCO2e/system
BoS R&D,BoS Low R&D,97.0,LCOE,0.0025552637083943314,Δ$/kWh
BoS R&D,BoS Low R&D,97.0,Labor,-121.78834336946102,Δ$/system
BoS R&D,BoS Low R&D,98.0,GHG,0.00279323083013594,ΔgCO2e/system
BoS R&D,BoS Low R&D,98.0,LCOE,0.002785603675159093,Δ$/kWh
BoS R&D,BoS Low R&D,98.0,Labor,-151.25872438156694,Δ$/system
BoS R&D,BoS Low R&D,99.0,GHG,-0.012033864259848315,ΔgCO2e/system
BoS R&D,BoS Low R&D,99.0,LCOE,0.002861470884232775,Δ$/kWh
BoS R&D,BoS Low R&D,99.0,Labor,-159.02185870659923,Δ$/system
BoS R&D,BoS Low R&D,100.0,GHG,-0.0008834190569473321,ΔgCO2e/system
BoS R&D,BoS Low R&D,100.0,LCOE,0.002746246588567744,Δ$/kWh
BoS R&D,BoS Low R&D,100.0,Labor,-144.6534129573938,Δ$/system
BoS R&D,BoS Low R&D,101.0,GHG,-0.005097439589150099,ΔgCO2e/system
BoS R&D,BoS Low R&D,101.0,LCOE,0.002773442561751119,Δ$/kWh
BoS R&D,BoS Low R&D,101.0,Labor,-146.5265507334559,Δ$/system
BoS R&D,BoS Low R&D,102.0,GHG,-0.0004138006154903451,ΔgCO2e/system
BoS R&D,BoS Low R&D,102.0,LCOE,0.002847538512093878,Δ$/kWh
BoS R&D,BoS Low R&D,102.0,Labor,-146.17350240561427,Δ$/system
BoS R&D,BoS Low R&D,103.0,GHG,-0.0016297630095607474,ΔgCO2e/system
BoS R&D,BoS Low R&D,103.0,LCOE,0.0029213102761818655,Δ$/kWh
BoS R&D,BoS Low R&D,103.0,Labor,-142.8197500745057,Δ$/system
BoS R&D,BoS Low R&D,104.0,GHG,-0.0029711618013976704,ΔgCO2e/system
BoS R&D,BoS Low R&D,104.0,LCOE,0.0026820067456765767,Δ$/kWh
BoS R&D,BoS Low R&D,104.0,Labor,-137.03590828894085,Δ$/system
BoS R&D,BoS Low R&D,105.0,GHG,-0.0023509154541443422,ΔgCO2e/system
BoS R&D,BoS Low R&D,105.0,LCOE,0.002596054482331772,Δ$/kWh
BoS R&D,BoS Low R&D,105.0,Labor,-111.81011971461999,Δ$/system
BoS R&D,BoS Low R&D,106.0,GHG,-0.004566449482112489,ΔgCO2e/system
BoS R&D,BoS Low R&D,106.0,LCOE,0.0029110706649514706,Δ$/kWh
BoS R&D,BoS Low R&D,106.0,Labor,-149.18490933710405,Δ$/system
BoS R&D,BoS Low R&D,107.0,GHG,-0.007004522069962604,ΔgCO2e/system
BoS R&D,BoS Low R&D,107.0,LCOE,0.0028283516385308183,Δ$/kWh
BoS R&D,BoS Low R&D,107.0,Labor,-148.87745815083053,Δ$/system
BoS R&D,BoS Low R&D,108.0,GHG,-0.006980578445038077,ΔgCO2e/system
BoS R&D,BoS Low R&D,108.0,LCOE,0.0028698052901454246,Δ$/kWh
BoS R&D,BoS Low R&D,108.0,Labor,-183.75141578038097,Δ$/system
BoS R&D,BoS Low R&D,109.0,GHG,-0.0038600249887537075,ΔgCO2e/system
