,Parameter,Case,TaxCreditCase,CRPYears,Technology,DisplayName,Scenario,variable,value
89,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Conservative,2022,161.1681072
90,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Advanced,2022,154.2708774
91,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Moderate,2022,154.2708774
92,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Conservative,2022,154.2708774
93,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Advanced,2022,199.9607341
94,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Moderate,2022,199.9607341
95,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Conservative,2022,199.9607341
96,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Advanced,2022,146.9689469
97,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Moderate,2022,146.9689469
98,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Conservative,2022,146.9689469
99,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Advanced,2022,226.3112805
100,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Moderate,2022,226.3112805
101,Fixed O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Conservative,2022,226.3112805
102,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Advanced,2022,0
103,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Moderate,2022,0
104,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Conservative,2022,0
105,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Advanced,2022,0
106,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Moderate,2022,0
107,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Conservative,2022,0
108,Variable O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Advanced,2022,0
109,Variable O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Moderate,2022,0
110,Variable O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Conservative,2022,0
111,Variable O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Advanced,2022,0
112,Variable O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Moderate,2022,0
113,Variable O&M,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Conservative,2022,0
114,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Advanced,2022,0
115,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Moderate,2022,0
116,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Conservative,2022,0
117,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Advanced,2022,0
118,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Moderate,2022,0
119,Variable O&M,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Conservative,2022,0
120,CFC,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Advanced,2022,2354.315933
121,CFC,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Moderate,2022,2354.315933
122,CFC,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Conservative,2022,2354.315933
123,CFC,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Advanced,2022,3124.402536
124,CFC,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Moderate,2022,3124.402536
125,CFC,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Conservative,2022,3124.402536
126,CFC,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Advanced,2022,2998.125082
127,CFC,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Moderate,2022,2998.125082
128,CFC,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Conservative,2022,2998.125082
129,CFC,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Advanced,2022,4175.020192
130,CFC,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Moderate,2022,4175.020192
131,CFC,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Conservative,2022,4175.020192
132,CFC,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Advanced,2022,3492.791323
133,CFC,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Moderate,2022,3492.791323
134,CFC,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Conservative,2022,3492.791323
135,CFC,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Advanced,2022,6148.946158
136,CFC,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Moderate,2022,6148.946158
137,CFC,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Conservative,2022,6148.946158
138,LCOE,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Advanced,2022,70.18455205
139,LCOE,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Moderate,2022,70.18455205
140,LCOE,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Conservative,2022,70.18455205
141,LCOE,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Advanced,2022,114.5299723
142,LCOE,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Moderate,2022,114.5299723
143,LCOE,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Conservative,2022,114.5299723
144,LCOE,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Advanced,2022,99.37076315
145,LCOE,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Moderate,2022,99.37076315
146,LCOE,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Conservative,2022,99.37076315
147,LCOE,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Advanced,2022,164.6834842
148,LCOE,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Moderate,2022,164.6834842
149,LCOE,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Conservative,2022,164.6834842
150,LCOE,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Advanced,2022,114.8523258
151,LCOE,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Moderate,2022,114.8523258
152,LCOE,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Conservative,2022,114.8523258
153,LCOE,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Advanced,2022,242.1015135
154,LCOE,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Moderate,2022,242.1015135
155,LCOE,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Conservative,2022,242.1015135
156,CAPEX,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Advanced,2022,7213.472139
157,CAPEX,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Moderate,2022,7213.472139
158,CAPEX,Market,ITC,20,Geothermal,Geothermal - Hydro / Flash,Conservative,2022,7213.472139
159,CAPEX,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Advanced,2022,9572.967812
160,CAPEX,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Moderate,2022,9572.967812
161,CAPEX,Market,ITC,20,Geothermal,Geothermal - Hydro / Binary,Conservative,2022,9572.967812
162,CAPEX,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Advanced,2022,9633.384834
163,CAPEX,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Moderate,2022,9633.384834
164,CAPEX,Market,ITC,20,Geothermal,Geothermal - NF EGS / Flash,Conservative,2022,9633.384834
165,CAPEX,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Advanced,2022,13414.90935
166,CAPEX,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Moderate,2022,13414.90935
167,CAPEX,Market,ITC,20,Geothermal,Geothermal - NF EGS / Binary,Conservative,2022,13414.90935
168,CAPEX,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Advanced,2022,11222.81494
169,CAPEX,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Moderate,2022,11222.81494
170,CAPEX,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Flash,Conservative,2022,11222.81494
171,CAPEX,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Advanced,2022,19757.40272
172,CAPEX,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Moderate,2022,19757.40272
173,CAPEX,Market,ITC,20,Geothermal,Geothermal - Deep EGS / Binary,Conservative,2022,19757.40272
174,Inflation Rate,R&D,None,20,Geothermal,*,*,2022,0.025
175,Interest Rate Nominal,R&D,None,20,Geothermal,*,Advanced,2022,0.07
176,Interest Rate Nominal,R&D,None,20,Geothermal,*,Moderate,2022,0.07
177,Interest Rate Nominal,R&D,None,20,Geothermal,*,Conservative,2022,0.07
178,Calculated Interest Rate Real,R&D,None,20,Geothermal,*,Advanced,2022,0.043902439
179,Calculated Interest Rate Real,R&D,None,20,Geothermal,*,Moderate,2022,0.043902439
180,Calculated Interest Rate Real,R&D,None,20,Geothermal,*,Conservative,2022,0.043902439
181,Interest During Construction - Nominal,R&D,None,20,Geothermal,*,*,2022,0.07
182,Rate of Return on Equity Nominal,R&D,None,20,Geothermal,*,Advanced,2022,0.105
183,Rate of Return on Equity Nominal,R&D,None,20,Geothermal,*,Moderate,2022,0.105
184,Rate of Return on Equity Nominal,R&D,None,20,Geothermal,*,Conservative,2022,0.105
185,Calculated Rate of Return on Equity Real,R&D,None,20,Geothermal,*,Advanced,2022,0.07804878
186,Calculated Rate of Return on Equity Real,R&D,None,20,Geothermal,*,Moderate,2022,0.07804878
187,Calculated Rate of Return on Equity Real,R&D,None,20,Geothermal,*,Conservative,2022,0.07804878
188,Debt Fraction,R&D,None,20,Geothermal,*,Advanced,2022,0.73366729
189,Debt Fraction,R&D,None,20,Geothermal,*,Moderate,2022,0.73366729
190,Debt Fraction,R&D,None,20,Geothermal,*,Conservative,2022,0.73366729
191,Tax Rate (Federal and State),R&D,None,20,Geothermal,*,*,2022,0.2574
192,WACC Nominal,R&D,None,20,Geothermal,*,Advanced,2022,0.066102428
193,WACC Nominal,R&D,None,20,Geothermal,*,Moderate,2022,0.066102428
194,WACC Nominal,R&D,None,20,Geothermal,*,Conservative,2022,0.066102428
195,WACC Real,R&D,None,20,Geothermal,*,Advanced,2022,0.040099929
196,WACC Real,R&D,None,20,Geothermal,*,Moderate,2022,0.040099929
197,WACC Real,R&D,None,20,Geothermal,*,Conservative,2022,0.040099929
198,CRF,R&D,None,20,Geothermal,*,Advanced,2022,0.073646875
199,FCR,R&D,None,20,Geothermal,*,Advanced,2022,0.077739985
200,CRF,R&D,None,20,Geothermal,*,Moderate,2022,0.073646875
201,FCR,R&D,None,20,Geothermal,*,Moderate,2022,0.077739985
202,CRF,R&D,None,20,Geothermal,*,Conservative,2022,0.073646875
203,FCR,R&D,None,20,Geothermal,*,Conservative,2022,0.077739985
204,CF,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Advanced,2022,0.9
205,CF,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Moderate,2022,0.9
206,CF,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Conservative,2022,0.9
207,CF,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Advanced,2022,0.8
208,CF,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Moderate,2022,0.8
209,CF,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Conservative,2022,0.8
210,CF,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Advanced,2022,0.9
211,CF,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Moderate,2022,0.9
212,CF,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Conservative,2022,0.9
213,CF,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Advanced,2022,0.8
214,CF,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Moderate,2022,0.8
215,CF,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Conservative,2022,0.8
216,CF,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Advanced,2022,0.9
217,CF,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Moderate,2022,0.9
218,CF,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Conservative,2022,0.9
219,CF,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Advanced,2022,0.8
220,CF,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Moderate,2022,0.8
221,CF,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Conservative,2022,0.8
222,OCC,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Advanced,2022,4759.156206
223,OCC,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Moderate,2022,4759.156206
224,OCC,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Conservative,2022,4759.156206
225,OCC,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Advanced,2022,6348.565276
226,OCC,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Moderate,2022,6348.565276
227,OCC,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Conservative,2022,6348.565276
228,OCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Advanced,2022,6535.259752
229,OCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Moderate,2022,6535.259752
230,OCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Conservative,2022,6535.259752
231,OCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Advanced,2022,9139.889157
232,OCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Moderate,2022,9139.889157
233,OCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Conservative,2022,9139.889157
234,OCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Advanced,2022,7630.023615
235,OCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Moderate,2022,7630.023615
236,OCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Conservative,2022,7630.023615
237,OCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Advanced,2022,13508.45657
238,OCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Moderate,2022,13508.45657
239,OCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Conservative,2022,13508.45657
240,GCC,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Advanced,2022,100
241,GCC,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Moderate,2022,100
242,GCC,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Conservative,2022,100
243,GCC,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Advanced,2022,100
244,GCC,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Moderate,2022,100
245,GCC,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Conservative,2022,100
246,GCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Advanced,2022,100
247,GCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Moderate,2022,100
248,GCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Conservative,2022,100
249,GCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Advanced,2022,100
250,GCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Moderate,2022,100
251,GCC,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Conservative,2022,100
252,GCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Advanced,2022,100
253,GCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Moderate,2022,100
254,GCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Conservative,2022,100
255,GCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Advanced,2022,100
256,GCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Moderate,2022,100
257,GCC,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Conservative,2022,100
258,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Advanced,2022,121.1156495
259,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Moderate,2022,121.1156495
260,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Conservative,2022,121.1156495
261,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Advanced,2022,161.1681072
262,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Moderate,2022,161.1681072
263,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Conservative,2022,161.1681072
264,Fixed O&M,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Advanced,2022,154.2708774
265,Fixed O&M,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Moderate,2022,154.2708774
266,Fixed O&M,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Conservative,2022,154.2708774
267,Fixed O&M,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Advanced,2022,199.9607341
268,Fixed O&M,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Moderate,2022,199.9607341
269,Fixed O&M,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Conservative,2022,199.9607341
270,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Advanced,2022,146.9689469
271,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Moderate,2022,146.9689469
272,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Deep EGS / Flash,Conservative,2022,146.9689469
273,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Advanced,2022,226.3112805
274,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Moderate,2022,226.3112805
275,Fixed O&M,R&D,None,20,Geothermal,Geothermal - Deep EGS / Binary,Conservative,2022,226.3112805
276,Variable O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Advanced,2022,0
277,Variable O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Moderate,2022,0
278,Variable O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Flash,Conservative,2022,0
279,Variable O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Advanced,2022,0
280,Variable O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Moderate,2022,0
281,Variable O&M,R&D,None,20,Geothermal,Geothermal - Hydro / Binary,Conservative,2022,0
282,Variable O&M,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Advanced,2022,0
283,Variable O&M,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Moderate,2022,0
284,Variable O&M,R&D,None,20,Geothermal,Geothermal - NF EGS / Flash,Conservative,2022,0
285,Variable O&M,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Advanced,2022,0
286,Variable O&M,R&D,None,20,Geothermal,Geothermal - NF EGS / Binary,Moderate,2022,0
