Technology,Scenario,Sample,Variable,Index,Value,Units
Residential PV,2015 Actual,1,Cost,Cost,19538.13444532299,$/system
Residential PV,2015 Actual,1,Metric,GHG,-0.00012219919365463738,ΔgCO2e/system
Residential PV,2015 Actual,1,Metric,LCOE,3.3223050354969086e-06,Δ$/kWh
Residential PV,2015 Actual,1,Metric,Labor,-0.022027307413736708,Δ$/system
Residential PV,2015 Actual,1,Output,Electricity,184110.68190500422,kWh
Residential PV,2015 Actual,2,Cost,Cost,19539.512809091037,$/system
Residential PV,2015 Actual,2,Metric,GHG,-0.006077762468137848,ΔgCO2e/system
Residential PV,2015 Actual,2,Metric,LCOE,-1.1809853602579024e-05,Δ$/kWh
Residential PV,2015 Actual,2,Metric,Labor,-0.013955364637922685,Δ$/system
Residential PV,2015 Actual,2,Output,Electricity,184097.41951018147,kWh
Residential PV,2015 Actual,3,Cost,Cost,19540.833256031,$/system
Residential PV,2015 Actual,3,Metric,GHG,-0.006218394809849315,ΔgCO2e/system
Residential PV,2015 Actual,3,Metric,LCOE,-1.9162962787533377e-05,Δ$/kWh
Residential PV,2015 Actual,3,Metric,Labor,-0.021771320480411305,Δ$/system
Residential PV,2015 Actual,3,Output,Electricity,184097.10633717757,kWh
Residential PV,2015 Actual,4,Cost,Cost,19538.798365654286,$/system
Residential PV,2015 Actual,4,Metric,GHG,-0.011608945095289869,ΔgCO2e/system
Residential PV,2015 Actual,4,Metric,LCOE,-1.5030539394569886e-05,Δ$/kWh
Residential PV,2015 Actual,4,Metric,Labor,0.044845102917633994,Δ$/system
Residential PV,2015 Actual,4,Output,Electricity,184085.10216512828,kWh
Residential PV,2015 Actual,5,Cost,Cost,19538.37130959438,$/system
Residential PV,2015 Actual,5,Metric,GHG,-0.004327516463803249,ΔgCO2e/system
Residential PV,2015 Actual,5,Metric,LCOE,-3.3624440759494334e-06,Δ$/kWh
Residential PV,2015 Actual,5,Metric,Labor,0.03972606742468088,Δ$/system
Residential PV,2015 Actual,5,Output,Electricity,184101.31711859844,kWh
Residential PV,2015 Actual,6,Cost,Cost,19538.45463132785,$/system
Residential PV,2015 Actual,6,Metric,GHG,-0.005908312511863301,ΔgCO2e/system
Residential PV,2015 Actual,6,Metric,LCOE,-5.8443930799206845e-06,Δ$/kWh
Residential PV,2015 Actual,6,Metric,Labor,0.021574491276396657,Δ$/system
Residential PV,2015 Actual,6,Output,Electricity,184097.79685689398,kWh
Residential PV,2015 Actual,7,Cost,Cost,19539.448696386553,$/system
Residential PV,2015 Actual,7,Metric,GHG,-0.0010170037643035812,ΔgCO2e/system
Residential PV,2015 Actual,7,Metric,LCOE,-4.964716176239503e-06,Δ$/kWh
Residential PV,2015 Actual,7,Metric,Labor,-0.00888230079499408,Δ$/system
Residential PV,2015 Actual,7,Output,Electricity,184108.68927207292,kWh
Residential PV,2015 Actual,8,Cost,Cost,19537.189952961402,$/system
Residential PV,2015 Actual,8,Metric,GHG,-0.012048136194991343,ΔgCO2e/system
