t,capcost,i,fom,vom,heatrate
2010,7080.184843853949,Nuclear-SMR,134.912177,3.556022,10.455
2011,7080.184843853949,Nuclear-SMR,134.912177,3.556022,10.455
2012,7080.184843853949,Nuclear-SMR,134.912177,3.556022,10.455
2013,7080.184843853949,Nuclear-SMR,134.912177,3.556022,10.455
2014,7080.184843853949,Nuclear-SMR,134.912177,3.556022,10.455
2015,7080.184843853949,Nuclear-SMR,134.912177,3.556022,10.455
2016,7080.184843853949,Nuclear-SMR,134.912177,3.556022,10.455
2017,7080.184843853949,Nuclear-SMR,134.912177,3.556022,10.455
2018,7080.184843853949,Nuclear-SMR,134.912177,3.556022,10.455
2019,7080.184843853949,Nuclear-SMR,134.912177,3.556022,10.455
2020,7080.184843853949,Nuclear-SMR,134.189278,3.512687,10.455
2021,7080.184843853949,Nuclear-SMR,133.564464,3.518996,10.455
2022,7080.184843853949,Nuclear-SMR,122.838,2.2902,9.18
2023,7080.184843853949,Nuclear-SMR,122.838,2.2902,9.18
2024,7080.184843853949,Nuclear-SMR,122.838,2.2902,9.18
2025,7080.184843853949,Nuclear-SMR,122.838,2.2902,9.18
2026,7080.184843853949,Nuclear-SMR,122.838,2.2902,9.18
2027,7080.184843853949,Nuclear-SMR,122.838,2.2902,9.18
2028,7080.184843853949,Nuclear-SMR,122.838,2.2902,9.18
2029,7080.184843853949,Nuclear-SMR,122.838,2.2902,9.18
2030,7080.184843853949,Nuclear-SMR,118.0,2.2,9.18
2031,7080.184843853949,Nuclear-SMR,118.0,2.2,9.18
2032,7080.184843853949,Nuclear-SMR,118.0,2.2,9.18
2033,7079.283434858539,Nuclear-SMR,118.0,2.2,9.18
2034,7038.681531365402,Nuclear-SMR,118.0,2.2,9.18
2035,5693.832398999635,Nuclear-SMR,118.0,2.2,9.18
2036,4603.151044431961,Nuclear-SMR,118.0,2.2,9.18
2037,4289.324919889753,Nuclear-SMR,118.0,2.2,9.18
2038,4138.016592346897,Nuclear-SMR,118.0,2.2,9.18
2039,3999.196877091147,Nuclear-SMR,118.0,2.2,9.18
2040,3952.5568966035294,Nuclear-SMR,118.0,2.2,9.18
2041,3913.9795341502263,Nuclear-SMR,118.0,2.2,9.18
2042,3904.1569505846896,Nuclear-SMR,118.0,2.2,9.18
2043,3900.086455912422,Nuclear-SMR,118.0,2.2,9.18
2044,3883.6188269926124,Nuclear-SMR,118.0,2.2,9.18
2045,3821.6096763907112,Nuclear-SMR,118.0,2.2,9.18
2046,3722.7115163297644,Nuclear-SMR,118.0,2.2,9.18
2047,3619.8002223120166,Nuclear-SMR,118.0,2.2,9.18
2048,3528.6939594984087,Nuclear-SMR,118.0,2.2,9.18
2049,3430.0000464425484,Nuclear-SMR,118.0,2.2,9.18
2050,3388.3435421551935,Nuclear-SMR,118.0,2.2,9.18
2051,3360.6424910541646,Nuclear-SMR,118.0,2.2,9.18
2052,3324.545571690067,Nuclear-SMR,118.0,2.2,9.18
2053,3318.8012572013026,Nuclear-SMR,118.0,2.2,9.18
2054,3302.2636998118214,Nuclear-SMR,118.0,2.2,9.18
2055,3264.3616479155335,Nuclear-SMR,118.0,2.2,9.18
2056,3241.667840819571,Nuclear-SMR,118.0,2.2,9.18
2057,3209.178766571975,Nuclear-SMR,118.0,2.2,9.18
2058,3186.937183204097,Nuclear-SMR,118.0,2.2,9.18
2059,3142.7064407473736,Nuclear-SMR,118.0,2.2,9.18
2060,3109.606169786801,Nuclear-SMR,118.0,2.2,9.18
