t,capcost,i,fom,vom,heatrate
2010.0,4423.4609102768845,Nuclear-SMR,134.912177,3.556022,10.455
2011.0,4423.4609102768845,Nuclear-SMR,134.912177,3.556022,10.455
2012.0,4423.4609102768845,Nuclear-SMR,134.912177,3.556022,10.455
2013.0,4423.4609102768845,Nuclear-SMR,134.912177,3.556022,10.455
2014.0,4423.4609102768845,Nuclear-SMR,134.912177,3.556022,10.455
2015.0,4423.4609102768845,Nuclear-SMR,134.912177,3.556022,10.455
2016.0,4423.4609102768845,Nuclear-SMR,134.912177,3.556022,10.455
2017.0,4423.4609102768845,Nuclear-SMR,134.912177,3.556022,10.455
2018.0,4423.4609102768845,Nuclear-SMR,134.912177,3.556022,10.455
2019.0,4423.4609102768845,Nuclear-SMR,134.912177,3.556022,10.455
2020.0,4423.4609102768845,Nuclear-SMR,134.189278,3.512687,10.455
2021.0,4423.4609102768845,Nuclear-SMR,133.564464,3.518996,10.455
2022.0,4423.4609102768845,Nuclear-SMR,122.838,2.2902,9.18
2023.0,4423.4609102768845,Nuclear-SMR,122.838,2.2902,9.18
2024.0,4423.4609102768845,Nuclear-SMR,122.838,2.2902,9.18
2025.0,4423.4609102768845,Nuclear-SMR,122.838,2.2902,9.18
2026.0,4423.4609102768845,Nuclear-SMR,122.838,2.2902,9.18
2027.0,4423.4609102768845,Nuclear-SMR,122.838,2.2902,9.18
2028.0,4423.4609102768845,Nuclear-SMR,122.838,2.2902,9.18
2029.0,4423.4609102768845,Nuclear-SMR,122.838,2.2902,9.18
2030.0,4423.4609102768845,Nuclear-SMR,118.0,2.2,9.18
2031.0,4423.4609102768845,Nuclear-SMR,118.0,2.2,9.18
2032.0,4423.4609102768845,Nuclear-SMR,118.0,2.2,9.18
2033.0,4423.4609102768845,Nuclear-SMR,118.0,2.2,9.18
2034.0,4220.074696479902,Nuclear-SMR,118.0,2.2,9.18
2035.0,2945.636398178628,Nuclear-SMR,118.0,2.2,9.18
2036.0,2945.636398178628,Nuclear-SMR,118.0,2.2,9.18
2037.0,2945.636398178628,Nuclear-SMR,118.0,2.2,9.18
2038.0,2828.331252689117,Nuclear-SMR,118.0,2.2,9.18
2039.0,2828.331252689117,Nuclear-SMR,118.0,2.2,9.18
2040.0,2828.331252689117,Nuclear-SMR,118.0,2.2,9.18
2041.0,2828.331252689117,Nuclear-SMR,118.0,2.2,9.18
2042.0,2828.331252689117,Nuclear-SMR,118.0,2.2,9.18
2043.0,2828.331252689117,Nuclear-SMR,118.0,2.2,9.18
2044.0,2828.331252689117,Nuclear-SMR,118.0,2.2,9.18
2045.0,2757.835548659684,Nuclear-SMR,118.0,2.2,9.18
2046.0,2757.835548659684,Nuclear-SMR,118.0,2.2,9.18
2047.0,2752.498206083417,Nuclear-SMR,118.0,2.2,9.18
2048.0,2668.7998800661258,Nuclear-SMR,118.0,2.2,9.18
2049.0,2668.7998800661258,Nuclear-SMR,118.0,2.2,9.18
2050.0,2668.7998800661258,Nuclear-SMR,118.0,2.2,9.18
2051.0,2643.9043266035405,Nuclear-SMR,118.0,2.2,9.18
2052.0,2601.1667838583503,Nuclear-SMR,118.0,2.2,9.18
2053.0,2536.3695562340386,Nuclear-SMR,118.0,2.2,9.18
2054.0,2536.3695562340386,Nuclear-SMR,118.0,2.2,9.18
2055.0,2536.3695562340386,Nuclear-SMR,118.0,2.2,9.18
2056.0,2536.3695562340386,Nuclear-SMR,118.0,2.2,9.18
2057.0,2349.858511494157,Nuclear-SMR,118.0,2.2,9.18
2058.0,2349.858511494157,Nuclear-SMR,118.0,2.2,9.18
2059.0,2349.858511494157,Nuclear-SMR,118.0,2.2,9.18
2060.0,2349.858511494157,Nuclear-SMR,118.0,2.2,9.18
