t,capcost,i,fom,vom,heatrate
2010.0,6154.767137903021,Nuclear-SMR,134.912177,3.556022,10.455
2011.0,6154.767137903021,Nuclear-SMR,134.912177,3.556022,10.455
2012.0,6154.767137903021,Nuclear-SMR,134.912177,3.556022,10.455
2013.0,6154.767137903021,Nuclear-SMR,134.912177,3.556022,10.455
2014.0,6154.767137903021,Nuclear-SMR,134.912177,3.556022,10.455
2015.0,6154.767137903021,Nuclear-SMR,134.912177,3.556022,10.455
2016.0,6154.767137903021,Nuclear-SMR,134.912177,3.556022,10.455
2017.0,6154.767137903021,Nuclear-SMR,134.912177,3.556022,10.455
2018.0,6154.767137903021,Nuclear-SMR,134.912177,3.556022,10.455
2019.0,6154.767137903021,Nuclear-SMR,134.912177,3.556022,10.455
2020.0,6154.767137903021,Nuclear-SMR,134.189278,3.512687,10.455
2021.0,6154.767137903021,Nuclear-SMR,133.564464,3.518996,10.455
2022.0,6154.767137903021,Nuclear-SMR,122.838,2.2902,9.18
2023.0,6154.767137903021,Nuclear-SMR,122.838,2.2902,9.18
2024.0,6154.767137903021,Nuclear-SMR,122.838,2.2902,9.18
2025.0,6154.767137903021,Nuclear-SMR,122.838,2.2902,9.18
2026.0,6154.767137903021,Nuclear-SMR,122.838,2.2902,9.18
2027.0,6154.767137903021,Nuclear-SMR,122.838,2.2902,9.18
2028.0,6154.767137903021,Nuclear-SMR,122.838,2.2902,9.18
2029.0,6154.767137903021,Nuclear-SMR,122.838,2.2902,9.18
2030.0,6154.767137903021,Nuclear-SMR,118.0,2.2,9.18
2031.0,6154.767137903021,Nuclear-SMR,118.0,2.2,9.18
2032.0,6154.767137903021,Nuclear-SMR,118.0,2.2,9.18
2033.0,6150.157364222956,Nuclear-SMR,118.0,2.2,9.18
2034.0,6067.567524021541,Nuclear-SMR,118.0,2.2,9.18
2035.0,4286.354986467971,Nuclear-SMR,118.0,2.2,9.18
2036.0,3911.7577394553596,Nuclear-SMR,118.0,2.2,9.18
2037.0,3708.024750407987,Nuclear-SMR,118.0,2.2,9.18
2038.0,3579.242932752272,Nuclear-SMR,118.0,2.2,9.18
2039.0,3477.9377607481783,Nuclear-SMR,118.0,2.2,9.18
2040.0,3454.1788851576343,Nuclear-SMR,118.0,2.2,9.18
2041.0,3428.2910759006695,Nuclear-SMR,118.0,2.2,9.18
2042.0,3430.0393712691257,Nuclear-SMR,118.0,2.2,9.18
2043.0,3425.988134546128,Nuclear-SMR,118.0,2.2,9.18
2044.0,3420.174471200404,Nuclear-SMR,118.0,2.2,9.18
2045.0,3377.817395675143,Nuclear-SMR,118.0,2.2,9.18
2046.0,3259.4261114113424,Nuclear-SMR,118.0,2.2,9.18
2047.0,3165.372814729042,Nuclear-SMR,118.0,2.2,9.18
2048.0,3121.1718252768565,Nuclear-SMR,118.0,2.2,9.18
2049.0,3054.256426755845,Nuclear-SMR,118.0,2.2,9.18
2050.0,3024.607076711217,Nuclear-SMR,118.0,2.2,9.18
2051.0,3014.5572622776403,Nuclear-SMR,118.0,2.2,9.18
2052.0,2986.4548169589184,Nuclear-SMR,118.0,2.2,9.18
2053.0,2977.801610232712,Nuclear-SMR,118.0,2.2,9.18
2054.0,2970.6089303874014,Nuclear-SMR,118.0,2.2,9.18
2055.0,2938.575262443973,Nuclear-SMR,118.0,2.2,9.18
2056.0,2927.381435990098,Nuclear-SMR,118.0,2.2,9.18
2057.0,2889.0475227471084,Nuclear-SMR,118.0,2.2,9.18
2058.0,2829.1353711448114,Nuclear-SMR,118.0,2.2,9.18
2059.0,2781.519710262506,Nuclear-SMR,118.0,2.2,9.18
2060.0,2769.471108121428,Nuclear-SMR,118.0,2.2,9.18
