t,capcost,i,fom,vom,heatrate
2010.0,6583.073242545259,Nuclear-SMR,134.912177,3.556022,10.455
2011.0,6583.073242545259,Nuclear-SMR,134.912177,3.556022,10.455
2012.0,6583.073242545259,Nuclear-SMR,134.912177,3.556022,10.455
2013.0,6583.073242545259,Nuclear-SMR,134.912177,3.556022,10.455
2014.0,6583.073242545259,Nuclear-SMR,134.912177,3.556022,10.455
2015.0,6583.073242545259,Nuclear-SMR,134.912177,3.556022,10.455
2016.0,6583.073242545259,Nuclear-SMR,134.912177,3.556022,10.455
2017.0,6583.073242545259,Nuclear-SMR,134.912177,3.556022,10.455
2018.0,6583.073242545259,Nuclear-SMR,134.912177,3.556022,10.455
2019.0,6583.073242545259,Nuclear-SMR,134.912177,3.556022,10.455
2020.0,6583.073242545259,Nuclear-SMR,134.189278,3.512687,10.455
2021.0,6583.073242545259,Nuclear-SMR,133.564464,3.518996,10.455
2022.0,6583.073242545259,Nuclear-SMR,122.838,2.2902,9.18
2023.0,6583.073242545259,Nuclear-SMR,122.838,2.2902,9.18
2024.0,6583.073242545259,Nuclear-SMR,122.838,2.2902,9.18
2025.0,6583.073242545259,Nuclear-SMR,122.838,2.2902,9.18
2026.0,6583.073242545259,Nuclear-SMR,122.838,2.2902,9.18
2027.0,6583.073242545259,Nuclear-SMR,122.838,2.2902,9.18
2028.0,6583.073242545259,Nuclear-SMR,122.838,2.2902,9.18
2029.0,6583.073242545259,Nuclear-SMR,122.838,2.2902,9.18
2030.0,6583.073242545259,Nuclear-SMR,118.0,2.2,9.18
2031.0,6583.073242545259,Nuclear-SMR,118.0,2.2,9.18
2032.0,6583.073242545259,Nuclear-SMR,118.0,2.2,9.18
2033.0,6582.733978447861,Nuclear-SMR,118.0,2.2,9.18
2034.0,6542.573837512534,Nuclear-SMR,118.0,2.2,9.18
2035.0,4916.357556962346,Nuclear-SMR,118.0,2.2,9.18
2036.0,4269.0077275473095,Nuclear-SMR,118.0,2.2,9.18
2037.0,4001.562546588219,Nuclear-SMR,118.0,2.2,9.18
2038.0,3886.2544243571274,Nuclear-SMR,118.0,2.2,9.18
2039.0,3762.5230686401214,Nuclear-SMR,118.0,2.2,9.18
2040.0,3706.3709825046503,Nuclear-SMR,118.0,2.2,9.18
2041.0,3672.680647755602,Nuclear-SMR,118.0,2.2,9.18
2042.0,3672.651089108153,Nuclear-SMR,118.0,2.2,9.18
2043.0,3670.1250885402287,Nuclear-SMR,118.0,2.2,9.18
2044.0,3657.8477389281284,Nuclear-SMR,118.0,2.2,9.18
2045.0,3590.0395295421376,Nuclear-SMR,118.0,2.2,9.18
2046.0,3492.584821912666,Nuclear-SMR,118.0,2.2,9.18
2047.0,3414.438282987257,Nuclear-SMR,118.0,2.2,9.18
2048.0,3324.098234134992,Nuclear-SMR,118.0,2.2,9.18
2049.0,3246.968554521217,Nuclear-SMR,118.0,2.2,9.18
2050.0,3212.2027436025382,Nuclear-SMR,118.0,2.2,9.18
2051.0,3199.5742867690496,Nuclear-SMR,118.0,2.2,9.18
2052.0,3170.065754502986,Nuclear-SMR,118.0,2.2,9.18
2053.0,3161.287521164922,Nuclear-SMR,118.0,2.2,9.18
2054.0,3150.748225229714,Nuclear-SMR,118.0,2.2,9.18
2055.0,3132.3393787855193,Nuclear-SMR,118.0,2.2,9.18
2056.0,3090.026768989086,Nuclear-SMR,118.0,2.2,9.18
2057.0,3071.944524443617,Nuclear-SMR,118.0,2.2,9.18
2058.0,3012.384210874346,Nuclear-SMR,118.0,2.2,9.18
2059.0,2972.3095700400786,Nuclear-SMR,118.0,2.2,9.18
2060.0,2947.503247094531,Nuclear-SMR,118.0,2.2,9.18
