years,fom,vom,capcost
2010,154.60662100869678,9.43775745451153,5800.772243557581
2011,154.60662100869678,9.43775745451153,5800.772243557581
2012,154.60662100869678,9.43775745451153,5800.772243557581
2013,154.60662100869678,9.43775745451153,5800.772243557581
2014,154.60662100869678,9.43775745451153,5800.772243557581
2015,154.60662100869678,9.43775745451153,5800.772243557581
2016,154.60662100869678,9.43775745451153,5800.772243557581
2017,154.60662100869678,9.43775745451153,5800.772243557581
2018,154.60662100869678,9.43775745451153,5800.772243557581
2019,154.60662100869678,9.43775745451153,5800.772243557581
2020,154.60662100869678,9.43775745451153,5800.772243557581
2021,154.60662100869678,9.43775745451153,5800.772243557581
2022,154.60662100869678,9.43775745451153,5800.772243557581
2023,154.60662100869678,9.43775745451153,5800.772243557581
2024,154.60662100869678,9.43775745451153,5800.772243557581
2025,154.60662100869678,9.43775745451153,5800.772243557581
2026,154.60662100869678,9.43775745451153,5800.772243557581
2027,154.60662100869678,9.43775745451153,5800.772243557581
2028,154.60662100869678,9.43775745451153,5800.772243557581
2029,154.60662100869678,9.43775745451153,5800.772243557581
2030,154.60662100869678,9.43775745451153,5800.772243557581
2031,154.60662100869678,9.43775745451153,5800.772243557581
2032,154.60662100869678,9.43775745451153,5800.772243557581
2033,154.60662100869678,9.43775745451153,6367.243430493172
2034,155.07824357515645,9.43775745451153,4628.700519387838
2035,155.07824357515645,9.43775745451153,3780.8628601919936
2036,155.07824357515645,9.43775745451153,3659.4497633123815
2037,155.07824357515645,9.43775745451153,3659.4497633123815
2038,155.07824357515645,9.43775745451153,3280.857700210919
2039,154.89841589793576,9.43775745451153,3280.857700210919
2040,154.89841589793576,9.43775745451153,3280.857700210919
2041,154.89841589793576,9.532788620196124,3280.857700210919
2042,154.89841589793576,9.532788620196124,3280.857700210919
2043,154.89841589793576,9.550941096135608,3280.857700210919
2044,154.89841589793576,9.580617064056094,3280.857700210919
2045,154.89841589793576,9.625383592805436,2810.1433154975066
2046,154.75033068944876,9.625383592805436,2810.1433154975066
2047,154.75033068944876,9.702784688011956,2810.1433154975066
2048,154.75033068944876,9.445716593665246,2810.1433154975066
2049,154.75033068944876,9.445716593665246,2751.937288589768
2050,154.75033068944876,9.445716593665246,2751.937288589768
2051,154.75033068944876,9.445716593665246,2751.937288589768
2052,154.75033068944876,9.36702237067592,2751.937288589768
2053,154.75033068944876,9.36702237067592,2751.937288589768
2054,154.75033068944876,9.36702237067592,2751.937288589768
2055,154.75033068944876,9.333307158107909,2751.937288589768
2056,154.93276168814083,9.333307158107909,2886.141992614217
2057,154.93276168814083,9.333307158107909,2886.141992614217
2058,154.93276168814083,9.333307158107909,2811.506105015227
2059,154.93276168814083,9.333307158107909,2671.4879276635243
2060,154.93276168814083,9.316616207272851,2618.1596273309697
