	Factor 1	Factor 2	Index 1	Index 2	Result
11279	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	2	27.643640050925498
11280	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	2	24.09400465811368
11281	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	3	11.161490569504744
11282	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	4	20.73383994508577
11283	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	4	21.987602462514392
11284	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	4	24.09400465811368
11285	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	4	28.205088147536106
11286	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	4	5.605075095152914
11287	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	4	7.173563694823486
11288	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	9	7.040253527561567
11289	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	9	5.066180751826416
11290	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	1	8.633373960483576
11291	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	7	8.13141166371292
11292	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
11293	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	8	4	12.777438324938213
11294	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
11295	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	5	14.105989054803915
11296	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	5	12.464985793351236
11297	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	5	11.161490569504744
11298	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	5	9.303637624394431
11299	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	5	8.650342459108444
11300	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	5	8.13141166371292
11301	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	5	7.719210281062323
11302	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	5	7.3917870844305655
11303	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	5	7.131705594642284
11304	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
11305	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
11306	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
11307	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
11308	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	4	10.12608750937523
11309	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	1	0	30.75582537087089
11310	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	2	0	30.344743392363558
11311	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	3	0	30.018209370048872
11312	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	4	0	29.758834176526218
11313	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	5	0	29.55280513692411
11314	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	6	0	29.389150453595022
11315	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	7	0	29.259154917881865
11316	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	8	0	29.1558957934768
11317	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	9	0	29.073874155468946
11318	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	10	0	29.00872205254098
11319	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	3	22.21757463121771
11320	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	3	20.576571369765038
11321	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	3	19.273076145918537
11322	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	3	17.415223200808228
11323	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	3	16.761928035522242
11324	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	3	16.242997240126716
11325	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	3	15.83079585747612
11326	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	3	15.503372660844365
11327	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	3	15.24329117105608
11328	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
11329	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	4	20.73383994508577
11330	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	4	21.987602462514392
11331	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	4	24.09400465811368
11332	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	4	28.205088147536106
11333	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	4	5.605075095152914
11334	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	4	7.173563694823486
11335	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	0	13.353824304286535
11336	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	3	6.010515966406338
11337	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	3	6.855351661137467
11338	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	4	6.958767126827762
11339	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
11340	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
11341	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
11342	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
11343	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	7	8.13141166371292
11344	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
11345	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
11346	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
11347	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	0	24.40509478285502
11348	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
11349	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
11350	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
11351	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
11352	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
11353	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
11354	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	8	18.093654221646865
11355	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	5	5.0835662895972265
11356	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	1	30.705207337323298
11357	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	1	28.421994387551305
11358	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	1	25.537237855326218
11359	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	1	21.987602462514392
11360	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	9	7.3917870844305655
11361	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	5	16.171889761483797
11362	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	5	17.42565227891242
11363	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	5	19.532054474511703
11364	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	5	23.64313796393413
11365	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	2	6.337049988721029
11366	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	7	14.009117925984269
11367	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
11368	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	3	5.0959492317849255
11369	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
11370	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
11371	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
11372	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
11373	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	6	8.650342459108444
11374	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	2	0	28.208404644605693
11375	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	3	0	27.63145344514686
11376	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	4	0	26.69843224383525
11377	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	5	0	25.859668073606613
11378	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	1	0	29.40947574449297
11379	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	6	0	25.57050749801191
11380	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	7	0	25.340819088447905
11381	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	8	0	24.68363852601888
11382	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	9	0	24.538714937062487
11383	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	10	0	24.423598038476865
11384	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	5	2	24.71646279299325
11385	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	6	2	24.483255151148423
11386	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	7	2	24.29801173667761
11387	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	8	2	24.150867662266702
11388	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	9	2	24.033986969389755
11389	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	10	2	23.941145334943453
11390	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	1	0	30.53587960395793
11391	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	2	0	29.95008849268355
11392	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	3	0	29.484778073347808
11393	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	4	0	29.11516886935802
11394	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
11395	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
11396	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	8	5.1106220272458875
11397	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	3	6.010515966406338
11398	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	7	6.675998748701212
11399	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	7	10.787082238123642
11400	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	7	21.80317461842453
11401	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	0	13.353824304286535
11402	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	6	5.381457049952488
11403	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	2	27.168231870122675
11404	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	2	28.421994387551305
11405	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	2	30.528396583150577
11406	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	2	12.039467020189822
11407	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	2	13.607955619860395
11408	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	0	13.353824304286535
11409	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	0	7.265653516301858
11410	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	7	14.009117925984269
11411	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	1	26.04271861949431
11412	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	1	25.081133561939634
11413	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	1	24.773899491938533
11414	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	1	24.57999697947365
11415	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	1	24.457739822935448
11416	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	1	24.380600772102394
11417	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	1	24.33192932143305
11418	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	1	24.301219712166723
11419	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	5	16.171889761483797
11420	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	5	17.42565227891242
11421	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	5	19.532054474511703
11422	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	5	23.64313796393413
11423	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	0	13.353824304286535
11424	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	5	5.545111733281576
11425	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	6	12.139785222297174
11426	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	0	9	16.144582070011534
11427	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	1	9	15.627060520938034
11428	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	2	9	15.215978542430706
11429	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	3	9	14.889444520116015
11430	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	4	9	14.630069326593366
11431	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	5	9	14.424040286991254
11432	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	6	9	14.260385603662165
11433	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	7	9	14.130390067949008
11434	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	8	9	14.027130943543945
11435	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	9	9	13.945109305536091
11436	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	10	9	13.879957202608118
11437	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
11438	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
11439	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
11440	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	0	24.405094782855024
11441	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
11442	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
11443	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
11444	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
11445	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
11446	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
11447	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	8	11.53192220423683
11448	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	8	9.248709254464826
11449	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	8	6.363952722239745
11450	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	9	7.3917870844305655
11451	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	1	0	30.75582537087089
11452	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	2	0	30.344743392363558
11453	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	3	0	30.018209370048872
11454	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	4	0	29.758834176526218
11455	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	5	0	29.55280513692411
11456	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	6	0	29.389150453595022
11457	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	7	0	29.259154917881865
11458	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	8	0	29.1558957934768
11459	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	9	0	29.073874155468946
11460	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	10	0	29.00872205254098
11461	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	2	0	28.208404644605704
11462	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	3	0	27.63145344514687
11463	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	4	0	26.69843224383525
11464	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	5	0	25.859668073606624
11465	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	5	17.952004957595417
11466	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	5	19.814822852638255
11467	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	5	25.42695461036482
11468	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	5	10.79341220285176
11469	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	2	26.39030935593165
11470	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	9	2	28.319940856247328
11471	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	6	10.497245135934996
11472	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	6	11.751007653363619
11473	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	6	13.857409848962902
11474	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	6	17.968493338385333
11475	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	6	28.984585718686226
11476	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	4	16.996757395440987
11477	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	4	5.751140772883688
11478	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	7	14.009117925984269
11479	Etch Filaments @ Fraction Virgin Filament	Ingot Growth @ Poly Si Material Scrap Rate	9	6	17.016202750226306
11480	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
11481	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	4	6.958767126827762
11482	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	8	4	12.777438324938213
11483	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
11484	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	3	5.0959492317849255
11485	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	5	9.30363762439443
11486	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
11487	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	3	28.205088147536106
11488	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
11489	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	0	10	17.713070669682104
11490	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	1	10	16.975603353695647
11491	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	2	10	16.389812242421268
11492	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	3	10	15.92450182308552
11493	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	4	10	15.554892619095735
11494	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
11495	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
11496	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
11497	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	8	6.8694334864078295
11498	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	8	5.9078484288531605
11499	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	8	5.600614358852061
11500	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	8	5.406711846387173
11501	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	8	5.284454689848965
11502	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	8	5.207315639015917
11503	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	8	5.158644188346575
11504	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	8	5.1279345790802475
11505	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	4	6.958767126827762
11506	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
