Investment,Category,Tranche,Scenario,Sample,Technology,Index,Value,Units
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,1,Residential PV,GHG,-0.008609446550678967,ΔgCO2e/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,1,Residential PV,LCOE,0.01017234655801691,Δ$/kWh
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,1,Residential PV,Labor,-483.63952669307196,Δ$/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,2,Residential PV,GHG,-0.0020217112877531918,ΔgCO2e/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,2,Residential PV,LCOE,0.010701604929120798,Δ$/kWh
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,2,Residential PV,Labor,-542.3690493221729,Δ$/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,3,Residential PV,GHG,-0.000150032084633267,ΔgCO2e/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,3,Residential PV,LCOE,0.00969565444036144,Δ$/kWh
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,3,Residential PV,Labor,-488.38426201322795,Δ$/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,4,Residential PV,GHG,-0.004203170020147695,ΔgCO2e/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,4,Residential PV,LCOE,0.010163674023238714,Δ$/kWh
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,4,Residential PV,Labor,-484.544420841406,Δ$/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,5,Residential PV,GHG,-0.007220134138123058,ΔgCO2e/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,5,Residential PV,LCOE,0.01039951281031841,Δ$/kWh
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,5,Residential PV,Labor,-537.3976833182094,Δ$/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,6,Residential PV,GHG,-0.0024590141831595247,ΔgCO2e/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,6,Residential PV,LCOE,0.01042364967876784,Δ$/kWh
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,6,Residential PV,Labor,-560.5356405171094,Δ$/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,7,Residential PV,GHG,0.002966650893696965,ΔgCO2e/system
High R&D,BoS R&D,BoS High R&D,BoS Fast Progress,7,Residential PV,LCOE,0.010560407820908196,Δ$/kWh
