Technology,Scenario,Sample,Variable,Index,Value,Units
LDES,Base,1,Cost,Cost,355681714.74019676,USD/kg
LDES,Base,1,Metric,Cost,355681714.74019676,USD/kg
LDES,Base,1,Metric,GHG,10092.904023774869,gCO2e/kg
LDES,Base,1,Metric,Jobs,34.07142528868989,job/kg
LDES,Base,1,Output,AC Electricity,495.3362698249226,kilowatt hour
LDES,Base,2,Cost,Cost,355681693.1154748,USD/kg
LDES,Base,2,Metric,Cost,355681693.1154748,USD/kg
LDES,Base,2,Metric,GHG,13620.615770488263,gCO2e/kg
LDES,Base,2,Metric,Jobs,32.4726726824369,job/kg
LDES,Base,2,Output,AC Electricity,630.4907822791832,kilowatt hour
LDES,Base,3,Cost,Cost,355681708.9437143,USD/kg
LDES,Base,3,Metric,Cost,355681708.9437143,USD/kg
LDES,Base,3,Metric,GHG,11372.597919593803,gCO2e/kg
LDES,Base,3,Metric,Jobs,33.32264418233423,job/kg
LDES,Base,3,Output,AC Electricity,531.5642850739853,kilowatt hour
LDES,Base,4,Cost,Cost,355681716.96749115,USD/kg
LDES,Base,4,Metric,Cost,355681716.96749115,USD/kg
LDES,Base,4,Metric,GHG,11388.22589290102,gCO2e/kg
LDES,Base,4,Metric,Jobs,31.722248046761926,job/kg
LDES,Base,4,Output,AC Electricity,481.4156799440165,kilowatt hour
LDES,Base,5,Cost,Cost,355681693.4353677,USD/kg
LDES,Base,5,Metric,Cost,355681693.4353677,USD/kg
LDES,Base,5,Metric,GHG,14361.810426234248,gCO2e/kg
LDES,Base,5,Metric,Jobs,33.882569748598485,job/kg
LDES,Base,5,Output,AC Electricity,628.491451711516,kilowatt hour
LDES,Base,6,Cost,Cost,355681700.0136473,USD/kg
LDES,Base,6,Metric,Cost,355681700.0136473,USD/kg
LDES,Base,6,Metric,GHG,14235.103735952896,gCO2e/kg
LDES,Base,6,Metric,Jobs,32.55042187408117,job/kg
LDES,Base,6,Output,AC Electricity,587.3772040651439,kilowatt hour
LDES,Base,7,Cost,Cost,355681701.68961245,USD/kg
LDES,Base,7,Metric,Cost,355681701.68961245,USD/kg
LDES,Base,7,Metric,GHG,12418.463238769295,gCO2e/kg
LDES,Base,7,Metric,Jobs,31.595888507766063,job/kg
LDES,Base,7,Output,AC Electricity,576.9024220929707,kilowatt hour
LDES,Base,8,Cost,Cost,355681715.87520957,USD/kg
LDES,Base,8,Metric,Cost,355681715.87520957,USD/kg
LDES,Base,8,Metric,GHG,11925.393068596311,gCO2e/kg
LDES,Base,8,Metric,Jobs,31.456189854038065,job/kg
LDES,Base,8,Output,AC Electricity,488.2424397738531,kilowatt hour
LDES,Base,9,Cost,Cost,355681685.08239114,USD/kg
LDES,Base,9,Metric,Cost,355681685.08239114,USD/kg
LDES,Base,9,Metric,GHG,15012.077545640772,gCO2e/kg
LDES,Base,9,Metric,Jobs,34.200009105491624,job/kg
LDES,Base,9,Output,AC Electricity,680.6975552409098,kilowatt hour
LDES,Base,10,Cost,Cost,355681708.27996606,USD/kg
LDES,Base,10,Metric,Cost,355681708.27996606,USD/kg
LDES,Base,10,Metric,GHG,12684.307209813964,gCO2e/kg
LDES,Base,10,Metric,Jobs,32.98075351500957,job/kg
LDES,Base,10,Output,AC Electricity,535.7127117364208,kilowatt hour
LDES,Base,11,Cost,Cost,355681694.6495359,USD/kg
LDES,Base,11,Metric,Cost,355681694.6495359,USD/kg
LDES,Base,11,Metric,GHG,13584.49525712842,gCO2e/kg
LDES,Base,11,Metric,Jobs,33.51024173884638,job/kg
LDES,Base,11,Output,AC Electricity,620.9029004661766,kilowatt hour
LDES,Base,12,Cost,Cost,355681693.96873677,USD/kg
LDES,Base,12,Metric,Cost,355681693.96873677,USD/kg
LDES,Base,12,Metric,GHG,13592.778603991097,gCO2e/kg
LDES,Base,12,Metric,Jobs,33.11292780131085,job/kg
LDES,Base,12,Output,AC Electricity,625.1578950071753,kilowatt hour
LDES,Base,13,Cost,Cost,355681687.44682306,USD/kg
LDES,Base,13,Metric,Cost,355681687.44682306,USD/kg
LDES,Base,13,Metric,GHG,15194.221461289437,gCO2e/kg
LDES,Base,13,Metric,Jobs,31.985779546399794,job/kg
LDES,Base,13,Output,AC Electricity,665.9198554988491,kilowatt hour
LDES,Base,14,Cost,Cost,355681701.2420566,USD/kg
LDES,Base,14,Metric,Cost,355681701.2420566,USD/kg
LDES,Base,14,Metric,GHG,13116.465851522418,gCO2e/kg
LDES,Base,14,Metric,Jobs,33.33717670016567,job/kg
LDES,Base,14,Output,AC Electricity,579.699646068917,kilowatt hour
LDES,Base,15,Cost,Cost,355681691.9935147,USD/kg
LDES,Base,15,Metric,Cost,355681691.9935147,USD/kg
LDES,Base,15,Metric,GHG,14723.09629900659,gCO2e/kg
LDES,Base,15,Metric,Jobs,30.77615597277166,job/kg
LDES,Base,15,Output,AC Electricity,637.5030328086756,kilowatt hour
LDES,Base,16,Cost,Cost,355681695.9079199,USD/kg
LDES,Base,16,Metric,Cost,355681695.9079199,USD/kg
LDES,Base,16,Metric,GHG,13381.700498148699,gCO2e/kg
LDES,Base,16,Metric,Jobs,31.772804147522617,job/kg
LDES,Base,16,Output,AC Electricity,613.0380005361146,kilowatt hour
LDES,Base,17,Cost,Cost,355681709.9449292,USD/kg
LDES,Base,17,Metric,Cost,355681709.9449292,USD/kg
