years,fom,vom,capcost
2010,220.45865728052564,16.064665907801995,20524.749089437115
2011,220.45865728052564,16.064665907801995,20524.749089437115
2012,220.45865728052564,16.064665907801995,20524.749089437115
2013,220.45865728052564,16.064665907801995,20524.749089437115
2014,220.45865728052564,16.064665907801995,20524.749089437115
2015,220.45865728052564,16.064665907801995,20524.749089437115
2016,220.45865728052564,16.064665907801995,20524.749089437115
2017,220.45865728052564,16.064665907801995,20524.749089437115
2018,220.45865728052564,16.064665907801995,20524.749089437115
2019,220.45865728052564,16.064665907801995,20524.749089437115
2020,220.45865728052564,16.064665907801995,20524.749089437115
2021,220.45865728052564,16.064665907801995,20524.749089437115
2022,220.45865728052564,16.064665907801995,20524.749089437115
2023,220.45865728052564,16.064665907801995,20524.749089437115
2024,220.45865728052564,16.064665907801995,20524.749089437115
2025,220.45865728052564,16.064665907801995,20524.749089437115
2026,220.45865728052564,16.064665907801995,20524.749089437115
2027,220.45865728052564,16.064665907801995,20524.749089437115
2028,220.45865728052564,16.064665907801995,20524.749089437115
2029,220.45865728052564,16.064665907801995,20524.749089437115
2030,220.45865728052564,16.064665907801995,20524.749089437115
2031,221.14326251688487,16.520698588349767,20524.749089437115
2032,221.14326251688487,16.520698588349767,20524.749089437115
2033,221.14326251688487,16.520698588349767,20524.749089437115
2034,221.14326251688487,16.520698588349767,7713.71007042435
2035,221.14326251688487,15.997042460400497,7713.71007042435
2036,221.14326251688487,15.997042460400497,7713.71007042435
2037,221.10129387795473,16.25503901675035,7713.71007042435
2038,221.10129387795473,16.25503901675035,6266.621015474479
2039,221.10129387795473,16.25503901675035,6266.621015474479
2040,214.5211429594303,16.25503901675035,5946.0297941570825
2041,214.5211429594303,16.438256390759502,5946.0297941570825
2042,217.73657059290116,16.438256390759502,5946.0297941570825
2043,222.22005836198565,16.438256390759502,5340.287397190886
2044,222.22005836198565,15.961661849529705,5783.410766361672
2045,222.22005836198565,15.71799597846858,5783.410766361672
2046,222.22005836198565,16.23655500886731,5783.410766361672
2047,218.21309802802796,16.23655500886731,5783.410766361672
2048,218.21309802802796,16.23655500886731,5330.746508824665
2049,218.21309802802796,16.23655500886731,5330.746508824665
2050,221.41108117376422,16.01097674944239,5172.819798236573
2051,221.41108117376422,16.24643473118374,5172.819798236573
2052,221.41108117376422,16.24643473118374,5172.819798236573
2053,221.41108117376422,16.3278632612651,5172.819798236573
2054,221.41108117376422,16.3278632612651,5172.819798236573
2055,221.41108117376422,16.3278632612651,5172.819798236573
2056,221.41108117376422,16.3278632612651,5172.819798236573
2057,221.41108117376422,16.3278632612651,5172.819798236573
2058,221.41108117376422,16.3278632612651,5172.819798236573
2059,221.41108117376422,16.3278632612651,5172.819798236573
2060,221.41108117376422,16.3278632612651,5172.819798236573
