Category,Technology,Tranche,Sample,Index,Value,Units
BoS R&D,Residential PV,BoS High R&D,8,GHG,0.0011334618449581058,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,8,LCOE,0.009377698110341573,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,8,Labor,-489.9126299295531,Δ$/system
BoS R&D,Residential PV,BoS High R&D,9,GHG,-0.007171043198212601,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,9,LCOE,0.010266720955930078,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,9,Labor,-503.70130020952683,Δ$/system
BoS R&D,Residential PV,BoS High R&D,10,GHG,-0.0019313111790921766,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,10,LCOE,0.009927043229982738,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,10,Labor,-497.76058109782275,Δ$/system
BoS R&D,Residential PV,BoS High R&D,11,GHG,-0.00196572036794862,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,11,LCOE,0.009929504328751629,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,11,Labor,-505.751282209289,Δ$/system
BoS R&D,Residential PV,BoS High R&D,12,GHG,-0.003980876652377674,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,12,LCOE,0.00979760067051294,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,12,Labor,-521.712601125824,Δ$/system
BoS R&D,Residential PV,BoS High R&D,13,GHG,-0.004804013552558217,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,13,LCOE,0.010776255978507551,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,13,Labor,-501.73532610399207,Δ$/system
BoS R&D,Residential PV,BoS High R&D,14,GHG,-0.0011305835764403582,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,14,LCOE,0.009413657727710162,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,14,Labor,-436.4392035550509,Δ$/system
BoS R&D,Residential PV,BoS High R&D,15,GHG,-0.0021209006216338366,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,15,LCOE,0.009915108745914863,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,15,Labor,-492.738803659573,Δ$/system
BoS R&D,Residential PV,BoS High R&D,16,GHG,-0.004312305184882348,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,16,LCOE,0.009831009002631286,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,16,Labor,-570.4803975305504,Δ$/system
BoS R&D,Residential PV,BoS High R&D,17,GHG,8.963684928176008e-05,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,17,LCOE,0.010696515156285474,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,17,Labor,-573.4238181557025,Δ$/system
BoS R&D,Residential PV,BoS High R&D,18,GHG,-0.00460664445957093,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,18,LCOE,0.008984762272140859,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,18,Labor,-444.3467263149437,Δ$/system
BoS R&D,Residential PV,BoS High R&D,19,GHG,-0.0035550185153852,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,19,LCOE,0.009793821912044753,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,19,Labor,-522.8185519925805,Δ$/system
BoS R&D,Residential PV,BoS High R&D,20,GHG,0.0008693730002136135,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,20,LCOE,0.010183892601022829,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,20,Labor,-502.8248675429777,Δ$/system
BoS R&D,Residential PV,BoS High R&D,21,GHG,-0.00012128443643177889,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,21,LCOE,0.01067178407098121,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,21,Labor,-536.1958924588732,Δ$/system
BoS R&D,Residential PV,BoS High R&D,22,GHG,-0.004725810082334192,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,22,LCOE,0.010806061681779361,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,22,Labor,-545.6804278138495,Δ$/system
BoS R&D,Residential PV,BoS High R&D,23,GHG,-0.0020591850240521126,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,23,LCOE,0.010008478970730511,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,23,Labor,-473.34634915210177,Δ$/system
BoS R&D,Residential PV,BoS High R&D,24,GHG,-0.00029075536083666975,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,24,LCOE,0.010448705525159516,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,24,Labor,-571.4882979423851,Δ$/system
BoS R&D,Residential PV,BoS High R&D,25,GHG,-0.0028971052885964355,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,25,LCOE,0.009482276949981966,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,25,Labor,-445.2682257411875,Δ$/system
BoS R&D,Residential PV,BoS High R&D,26,GHG,-0.005064763353686885,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,26,LCOE,0.010805669962514614,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,26,Labor,-546.0956864819427,Δ$/system
BoS R&D,Residential PV,BoS High R&D,27,GHG,-0.009029118912764034,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,27,LCOE,0.010508942559004295,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,27,Labor,-509.71639857048194,Δ$/system
BoS R&D,Residential PV,BoS High R&D,28,GHG,-0.0040661587526784615,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,28,LCOE,0.009801224111442394,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,28,Labor,-480.8354911479903,Δ$/system
BoS R&D,Residential PV,BoS High R&D,29,GHG,-0.0006872470523546781,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,29,LCOE,0.01015726932799732,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,29,Labor,-550.8517019657393,Δ$/system
BoS R&D,Residential PV,BoS High R&D,30,GHG,-0.003378095315085261,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,30,LCOE,0.00931781758098893,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,30,Labor,-448.31654495307794,Δ$/system
BoS R&D,Residential PV,BoS High R&D,31,GHG,-0.0062948093824530815,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,31,LCOE,0.010039893824191515,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,31,Labor,-535.2827798142262,Δ$/system
BoS R&D,Residential PV,BoS High R&D,32,GHG,0.001930406649790939,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,32,LCOE,0.01036315011523134,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,32,Labor,-488.59611560415897,Δ$/system
BoS R&D,Residential PV,BoS High R&D,33,GHG,0.0015550837278084373,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,33,LCOE,0.009658425617795716,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,33,Labor,-479.7005249477088,Δ$/system
BoS R&D,Residential PV,BoS High R&D,34,GHG,0.006402898531746359,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,34,LCOE,0.010346608254538162,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,34,Labor,-515.3601531328056,Δ$/system
BoS R&D,Residential PV,BoS High R&D,35,GHG,-0.004672637814678637,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,35,LCOE,0.01034823557647424,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,35,Labor,-525.273355959594,Δ$/system
BoS R&D,Residential PV,BoS High R&D,36,GHG,-0.004937571818246056,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,36,LCOE,0.009566534795623485,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,36,Labor,-503.8027082291999,Δ$/system
BoS R&D,Residential PV,BoS High R&D,37,GHG,-0.007778085360840237,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,37,LCOE,0.009767442042792951,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,37,Labor,-497.4874148781598,Δ$/system
BoS R&D,Residential PV,BoS High R&D,38,GHG,-0.005536362322345667,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,38,LCOE,0.00980586640167136,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,38,Labor,-447.11791916512107,Δ$/system
BoS R&D,Residential PV,BoS High R&D,39,GHG,-0.0005799312186809402,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,39,LCOE,0.010429022402551766,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,39,Labor,-538.0225040107202,Δ$/system
BoS R&D,Residential PV,BoS High R&D,40,GHG,-0.006384964701481977,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,40,LCOE,0.009969196067155434,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,40,Labor,-484.3699570726974,Δ$/system
BoS R&D,Residential PV,BoS High R&D,41,GHG,0.0017225696398668333,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,41,LCOE,0.010444305985548977,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,41,Labor,-550.0610620772718,Δ$/system
BoS R&D,Residential PV,BoS High R&D,42,GHG,-0.0026949938553144648,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,42,LCOE,0.010746676400191488,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,42,Labor,-537.4847658122371,Δ$/system
BoS R&D,Residential PV,BoS High R&D,43,GHG,0.002835365141265811,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,43,LCOE,0.00942781514523637,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,43,Labor,-460.8733882531194,Δ$/system
BoS R&D,Residential PV,BoS High R&D,44,GHG,0.004291432335435275,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,44,LCOE,0.010467535683841372,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,44,Labor,-501.92904475885143,Δ$/system
BoS R&D,Residential PV,BoS High R&D,45,GHG,0.001204612891655188,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,45,LCOE,0.009427973190499012,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,45,Labor,-496.15308985701654,Δ$/system
BoS R&D,Residential PV,BoS High R&D,46,GHG,0.00020198294066631206,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,46,LCOE,0.010531061166613995,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,46,Labor,-495.92942730727964,Δ$/system
BoS R&D,Residential PV,BoS High R&D,47,GHG,-0.008304999147412673,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,47,LCOE,0.009417845388119295,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,47,Labor,-479.25519316465943,Δ$/system
BoS R&D,Residential PV,BoS High R&D,48,GHG,-0.011174909526204146,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,48,LCOE,0.010612027976988195,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,48,Labor,-508.4594785175482,Δ$/system
BoS R&D,Residential PV,BoS High R&D,49,GHG,-0.001324231104831597,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,49,LCOE,0.010134026315838096,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,49,Labor,-492.01593814083026,Δ$/system
BoS R&D,Residential PV,BoS High R&D,50,GHG,-0.0024173805223597356,ΔgCO2e/system
BoS R&D,Residential PV,BoS High R&D,50,LCOE,0.009216776709937313,Δ$/kWh
BoS R&D,Residential PV,BoS High R&D,50,Labor,-430.7835804288877,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,1,GHG,-0.006150621218623087,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,1,LCOE,0.008987193808027913,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,1,Labor,-351.6968329453159,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,2,GHG,-0.0016139747991843478,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,2,LCOE,0.008692767514837496,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,2,Labor,-337.0278472236005,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,3,GHG,0.0012262690900399775,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,3,LCOE,0.008929770900842002,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,3,Labor,-320.04441559957854,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,4,GHG,-0.0033161924944380416,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,4,LCOE,0.008814093005072882,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,4,Labor,-332.1990130482145,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,5,GHG,-0.0004174520580022545,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,5,LCOE,0.008596639461421487,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,5,Labor,-353.40032823739307,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,6,GHG,0.002591913969567372,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,6,LCOE,0.008928274267231473,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,6,Labor,-355.6608764465343,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,7,GHG,-0.005543071129437749,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,7,LCOE,0.009168546242597594,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,7,Labor,-379.0508847975441,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,8,GHG,-0.006499927607677591,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,8,LCOE,0.008914623703253327,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,8,Labor,-331.57917366112747,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,9,GHG,-0.00580833649844692,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,9,LCOE,0.00886644186279062,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,9,Labor,-339.721354952831,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,10,GHG,0.0017658258896062762,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,10,LCOE,0.008723969456723366,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,10,Labor,-335.6348392044856,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,11,GHG,-0.0036299401238863993,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,11,LCOE,0.00845471720596927,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,11,Labor,-323.19590889228175,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,12,GHG,9.154889042406467e-06,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,12,LCOE,0.009550916163129586,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,12,Labor,-366.3717548116417,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,13,GHG,-0.004513775270098108,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,13,LCOE,0.009533297751245756,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,13,Labor,-394.7583358337911,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,14,GHG,0.0042130006701484035,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,14,LCOE,0.009581641056479212,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,14,Labor,-384.9568831002987,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,15,GHG,0.0037446261123079694,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,15,LCOE,0.009385093132219191,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,15,Labor,-359.5838525833267,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,16,GHG,-0.0031410743749091807,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,16,LCOE,0.008258133386816705,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,16,Labor,-339.8207573537293,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,17,GHG,-0.011352033214322432,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,17,LCOE,0.008318377266018792,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,17,Labor,-367.4005669995199,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,18,GHG,-0.00921578083475083,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,18,LCOE,0.008754779215635666,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,18,Labor,-314.4032329723616,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,19,GHG,0.0016697708808095513,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,19,LCOE,0.009260278024187607,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,19,Labor,-376.2500202399924,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,20,GHG,-0.00037796089681307876,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,20,LCOE,0.009797029981248304,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,20,Labor,-364.1767232473792,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,21,GHG,-0.009907620077257207,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,21,LCOE,0.00856320064629372,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,21,Labor,-326.8263878761843,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,22,GHG,-0.00799504928721717,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,22,LCOE,0.009364499607184704,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,22,Labor,-369.1328520617151,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,23,GHG,0.0020096138461411783,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,23,LCOE,0.008766612252492922,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,23,Labor,-371.63224879465656,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,24,GHG,-0.0015056859568858272,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,24,LCOE,0.008341022556499919,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,24,Labor,-324.84226950555717,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,25,GHG,-0.0034615571963740877,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,25,LCOE,0.008213725588753912,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,25,Labor,-332.3017884938188,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,26,GHG,-0.002901136806670479,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,26,LCOE,0.009469290099038588,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,26,Labor,-390.4100304468593,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,27,GHG,-0.006734732205856631,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,27,LCOE,0.008302439888051336,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,27,Labor,-322.45733912286937,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,28,GHG,-0.008024217034659387,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,28,LCOE,0.009031670766313948,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,28,Labor,-335.9565364761361,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,29,GHG,-0.007338796646180867,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,29,LCOE,0.009252229597089323,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,29,Labor,-386.0903420403092,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,30,GHG,-0.0025072913729644597,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,30,LCOE,0.008487903029442079,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,30,Labor,-365.99171047708455,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,31,GHG,-0.0006930917054432939,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,31,LCOE,0.008629235623958037,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,31,Labor,-320.62822064205875,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,32,GHG,-0.004154746580994129,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,32,LCOE,0.009251530041060954,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,32,Labor,-334.48426285884307,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,33,GHG,0.0005526247120855032,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,33,LCOE,0.008897430087062702,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,33,Labor,-364.0115329637829,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,34,GHG,0.004115395060509286,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,34,LCOE,0.00915593148743292,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,34,Labor,-339.5008365889105,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,35,GHG,-0.0008559601829603025,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,35,LCOE,0.009318983549243418,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,35,Labor,-384.28462135553787,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,36,GHG,-0.0019162769333860297,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,36,LCOE,0.008243286186295093,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,36,Labor,-309.1255481576634,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,37,GHG,-0.005554295952336474,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,37,LCOE,0.008723270525659119,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,37,Labor,-338.91203159155793,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,38,GHG,-0.004435956820984188,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,38,LCOE,0.0093280710581084,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,38,Labor,-329.42964492580654,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,39,GHG,-0.004041454974284875,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,39,LCOE,0.009634273333643376,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,39,Labor,-360.60781723388345,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,40,GHG,0.004385254817151463,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,40,LCOE,0.00890835672695478,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,40,Labor,-322.9269447004024,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,41,GHG,-0.0066643334658351705,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,41,LCOE,0.008921256037776881,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,41,Labor,-376.6793972394678,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,42,GHG,-0.002627804270346701,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,42,LCOE,0.009209720903149324,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,42,Labor,-396.0673703883738,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,43,GHG,-0.002565380665330963,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,43,LCOE,0.009016684101007075,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,43,Labor,-379.3319368399027,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,44,GHG,-0.0002962557761208018,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,44,LCOE,0.009021518013670002,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,44,Labor,-341.2570844467964,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,45,GHG,-0.007156422599379653,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,45,LCOE,0.009035996355075529,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,45,Labor,-374.7398380203492,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,46,GHG,0.002158626207915404,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,46,LCOE,0.009582847262313288,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,46,Labor,-355.42990523908406,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,47,GHG,-0.004387273296117655,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,47,LCOE,0.00925303677996489,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,47,Labor,-370.4577780103748,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,48,GHG,0.000447183638613069,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,48,LCOE,0.008994791800746527,Δ$/kWh
BoS R&D,Residential PV,BoS Medium R&D,48,Labor,-379.04533696135627,Δ$/system
BoS R&D,Residential PV,BoS Medium R&D,49,GHG,-0.00606242603322471,ΔgCO2e/system
BoS R&D,Residential PV,BoS Medium R&D,49,LCOE,0.009009840260279026,Δ$/kWh
